season,player_id,player_name,plays_rush,rush_epa,rush_epa_per_play,plays_rec,rec_epa,rec_epa_per_play,plays_total,rush_WAR,rec_WAR,total_WAR,total_WAR_per_300
2021,00-0032200,T.Montgomery,15.0,-6.0204503119999995,-0.4013633541333333,16.0,4.44805168,0.27800323,31.0,-0.03537613738281321,-0.03835866685078727,-0.07373480423360047,-0.7135626216154884
2021,00-0032211,T.Lockett,2.0,-0.15522212000000002,-0.07761106000000001,73.0,87.466352337,1.1981692100958905,75.0,0.0017907654839666132,0.500085231206851,0.5018759966908176,2.0075039867632705
2021,00-0032257,D.Johnson,71.0,-1.471771841,-0.02072918085915493,4.0,2.4233522462,0.60583806155,75.0,0.10416125426875447,0.0035896229978559465,0.10775087726661042,0.4310035090664417
2021,00-0032355,C.Rogers,1.0,0.75137556,0.75137556,31.0,17.852301103,0.5758806807419354,32.0,0.009226906561078784,0.0184861229062479,0.027713029467326684,0.25980965125618766
2021,00-0032385,S.Shepard,1.0,-1.4397229,-1.4397229,36.0,24.641425683,0.6844840467500001,37.0,-0.01279418348917247,0.060761435796783954,0.04796725230761148,0.388923667359012
2021,00-0032426,A.Collins,108.0,-12.0909817825,-0.11195353502314814,9.0,0.3459209600000004,0.038435662222222264,117.0,0.059425081837714715,-0.04324617834477386,0.016178903492940856,0.041484367930617584
2021,00-0032464,K.Raymond,4.0,1.41380492,0.35345123,48.0,37.5321162847,0.7819190892645834,52.0,0.020910668254365387,0.1280190873340704,0.1489297555884358,0.8592101283948219
2021,00-0032602,J.McKissic,49.0,3.0004274575,0.06123321341836734,43.0,24.420210294,0.5679118673023256,92.0,0.11224932619135287,0.022198232627453945,0.13444755881880682,0.4384159526700222
2021,00-0032688,R.Anderson,3.0,2.2249257499999997,0.7416419166666666,53.0,41.223187134999996,0.7777959836792452,56.0,0.02738724299981926,0.1391581818356616,0.16654542483548085,0.8922076330472187
2021,00-0032741,P.Barber,55.0,-9.867622214999999,-0.179411313,10.0,1.5574383100000002,0.15574383100000003,65.0,-0.0070254458240839555,-0.036261543565661636,-0.043286989389745595,-0.19978610487574888
2021,00-0032780,J.Howard,86.0,-0.5718934869999999,-0.006649924267441859,3.0,0.91345188,0.30448396,89.0,0.138336158755288,-0.0063938360646733665,0.13194232269061465,0.44474940232791454
2021,00-0032813,E.Penny,25.0,0.5088075499999997,0.020352301999999985,9.0,-1.9787082850000002,-0.21985647611111114,34.0,0.04699847859983392,-0.06660928633472363,-0.019610807734889706,-0.1730365388372621
2021,00-0032972,D.Booker,145.0,-13.068402953669999,-0.09012691692186206,40.0,11.644016005,0.291100400125,185.0,0.11159130910848401,-0.09063147310686766,0.020959836001616355,0.03398892324586436
2021,00-0033040,T.Hill,10.0,2.1742344599999996,0.21742344599999996,134.0,124.095552864,0.9260862154029851,144.0,0.038605536565561704,0.5515413414462647,0.5901468780118264,1.2294726625246384
2021,00-0033118,K.Drake,63.0,-9.108745802,-0.1445832666984127,30.0,15.802185103,0.5267395034333333,93.0,0.014004599961028718,0.003073360991457288,0.017077960952486006,0.0550901966209226
2021,00-0033251,Z.Pascal,2.0,1.917843,0.9589215,38.0,16.8123172525,0.442429401381579,40.0,0.022625590810599776,-0.02830590902187602,-0.005680318211276243,-0.04260238658457183
2021,00-0033288,G.Kittle,3.0,1.7389865,0.5796621666666667,78.0,78.588693832,1.0075473568205129,81.0,0.022503431442030323,0.3849054377154774,0.40740886915750774,1.508921737620399
2021,00-0033293,A.Jones,183.0,1.1876205960000008,0.0064897300327868895,61.0,24.97217141,0.4093798591803279,244.0,0.3185328767176185,-0.06569996128822443,0.25283291542939407,0.31086014192138617
2021,00-0033308,M.Breida,26.0,-8.595833475000001,-0.3306089798076923,7.0,7.2850621460000005,1.0407231637142857,33.0,-0.04283005790441393,0.03687677205680067,-0.00595328584761326,-0.05412078043284782
2021,00-0033466,I.McKenzie,15.0,4.12793003,0.27519533533333335,24.0,23.202079208,0.9667533003333334,39.0,0.06661763489859382,0.1085926699549749,0.1752103048535687,1.3477715757966824
2021,00-0033526,S.Perine,58.0,-10.197826019999999,-0.17582458655172412,31.0,13.087933388,0.4221913996129032,89.0,-0.005317896844365185,-0.029396969706817423,-0.03471486655118261,-0.11701640410510991
2021,00-0033553,J.Conner,206.0,-1.1025663589999999,-0.005352263878640776,38.0,26.930360908,0.7086937081052632,244.0,0.33404997048675217,0.07338297193792298,0.40743294242467515,0.5009421423254202
2021,00-0033572,J.Agnew,7.0,8.0581900967,1.1511700138142857,24.0,22.42510636,0.9343794316666667,31.0,0.09271458890946105,0.10078389761326635,0.1934984865227274,1.8725659986070393
2021,00-0033594,C.Carson,54.0,-1.7708722800000003,-0.03279393111111112,6.0,-0.48774017400000014,-0.08129002900000003,60.0,0.07267353198669654,-0.036050425234874374,0.03662310675182217,0.18311553375911085
2021,00-0033699,A.Ekeler,208.0,-0.895591091499999,-0.004305726401442303,70.0,28.510375772,0.40729108245714285,278.0,0.33948091071946246,-0.07686288936164153,0.2626180213578209,0.2834007424724686
2021,00-0033725,C.Clement,33.0,-4.944279213,-0.1498266428181818,6.0,-0.2875162900000001,-0.047919381666666684,39.0,0.005596733671378771,-0.03403812489316583,-0.028441391221787057,-0.21877993247528507
2021,00-0033854,D.Ogunbowale,44.0,-10.299211850999999,-0.23407299661363634,13.0,3.55481745,0.2734474961538461,57.0,-0.02979235745323701,-0.03176163832380235,-0.06155399577703936,-0.32396839882652295
2021,00-0033856,L.Fournette,193.0,11.814962487599999,0.061217422215544035,78.0,22.0704259601,0.282954178975641,271.0,0.4420942668670998,-0.18311735496693468,0.25897691190016514,0.2866903083765666
2021,00-0033858,J.Smith,9.0,0.19568364399999993,0.021742627111111103,28.0,14.76626312,0.5273665399999999,37.0,0.01704521034619147,0.0030449227598659872,0.020090133106057458,0.1628929711301956
2021,00-0033881,E.Engram,1.0,-1.524498,-1.524498,46.0,25.60723092,0.5566789330434783,47.0,-0.013646194544448853,0.01855383119594641,0.004907636651497559,0.031325340328707825
2021,00-0033885,D.Njoku,1.0,-0.5057118,-0.5057118,36.0,39.217097676,1.0893638243333335,37.0,-0.0034071372580166937,0.20725060155557795,0.20384346429756126,1.6527848456559022
2021,00-0033891,Z.Jones,2.0,-0.51687923,-0.258439615,52.0,48.235803576,0.9276116072307693,54.0,-0.00184397934015399,0.2148281580213736,0.2129841786812196,1.1832454371178867
2021,00-0033893,D.Cook,251.0,-9.775773074,-0.03894730308366534,34.0,6.237114482,0.18344454358823528,285.0,0.3222747665895688,-0.11382367799259632,0.20845108859697245,0.2194221985231289
2021,00-0033895,G.Everett,3.0,0.3558884000000001,0.1186294666666667,48.0,25.512328933,0.5315068527708333,51.0,0.008602948024944896,0.007217204402412065,0.01582015242735696,0.0930597201609233
2021,00-0033906,A.Kamara,241.0,-40.469831488,-0.16792461198340247,47.0,27.472993106,0.584531768212766,288.0,-0.002962166498605964,0.03211379095998328,0.029151624461377312,0.03036627548060137
2021,00-0033908,C.Kupp,6.0,-0.24247633000000057,-0.04041272166666676,178.0,204.548579334,1.1491493221011237,184.0,0.007615412331296819,1.1316920362498162,1.139307448581113,1.8575664922518145
2021,00-0033921,C.Godwin,5.0,2.12482202,0.42496440399999996,98.0,74.2315328188,0.7574646206000001,103.0,0.029731962152127586,0.23728649497410398,0.26701845712623157,0.7777236615327133
2021,00-0033923,K.Hunt,79.0,6.589268877,0.08340846679746836,22.0,6.556142243,0.2980064655909091,101.0,0.19857988603376667,-0.048320340960033493,0.15025954507373318,0.44631548041702923
2021,00-0033925,D.Foreman,137.0,-10.710492177,-0.07817877501459855,9.0,10.276958050000001,1.1418842277777779,146.0,0.12188575769191401,0.05656323964517589,0.1784489973370899,0.36667602192552723
2021,00-0033948,J.Williams,153.0,-3.096829671,-0.02024071680392157,26.0,4.292165806,0.16508330023076923,179.0,0.22521127318173736,-0.09183954894911221,0.13337172423262517,0.2235280294401539
2021,00-0033950,W.Gallman,28.0,-4.6219869099999995,-0.16507096107142855,1.0,2.041578,2.041578,29.0,0.00045888531824616187,0.015326952869564488,0.01578583818781065,0.16330177435666188
2021,00-0033951,M.Mack,28.0,-5.852898101,-0.20903207503571428,2.0,-0.11316527999999998,-0.05658263999999999,30.0,-0.011912081425472435,-0.011520177476951424,-0.02343225890242386,-0.23432258902423858
2021,00-0033955,J.McNichols,41.0,-8.747554574,-0.2133549896097561,28.0,14.162667317999999,0.5058095470714286,69.0,-0.0192239921414985,-0.0030213667074706838,-0.022245358848969183,-0.09671895151725732
2021,00-0034109,P.Lindsay,88.0,-22.972244906700002,-0.2610482375761364,4.0,4.29437129,1.0735928225,92.0,-0.08344221445119766,0.022393834493333334,-0.06104837995786433,-0.19907080421042714
2021,00-0034115,J.Wilson,79.0,-10.140152494,-0.1283563606835443,7.0,-0.65559759,-0.09365679857142857,86.0,0.030444997883012883,-0.042928853430636515,-0.012483855547623633,-0.043548333305663836
2021,00-0034253,D.Hilliard,56.0,9.060534833000002,0.16179526487500004,22.0,2.18633169,0.09937871318181818,78.0,0.1848826817219195,-0.0922380349600335,0.092644646761886,0.3563255644687923
2021,00-0034301,Da.Williams,145.0,5.301457646500001,0.0365617768724138,47.0,26.4885970685,0.5635871716702128,192.0,0.29621302368305685,0.02222036344742045,0.3184333871304773,0.4975521673913708
2021,00-0034364,J.Akins,1.0,0.4985275,0.4985275,24.0,4.0892004570000005,0.17038335237500002,25.0,0.006685720028415468,-0.08349656372341707,-0.0768108436950016,-0.9217301243400192
2021,00-0034367,N.Hines,56.0,3.9944263080000004,0.07132904121428572,40.0,15.024567291,0.375614182275,96.0,0.13396701815408024,-0.05665608329782244,0.0773109348562578,0.24159667142580563
2021,00-0034407,R.McCloud,2.0,0.039574551799999996,0.019787275899999998,41.0,15.38764546,0.37530842585365853,43.0,0.0037485209794440007,-0.058198475463433826,-0.05444995448398982,-0.3798834033766732
2021,00-0034414,B.Scott,88.0,6.578358402999999,0.07475407276136363,14.0,0.5155680730000001,0.03682629092857143,102.0,0.21354877358598828,-0.06749827718288107,0.14605049640310722,0.4295602835385507
2021,00-0034440,J.Jackson,69.0,0.012218044000000483,0.00017707310144928236,22.0,8.255272774,0.3752396715454545,91.0,0.11572493868428536,-0.03124365220626466,0.08448128647802071,0.2785097356418265
2021,00-0034521,A.Lazard,3.0,2.75697286,0.9189909533333332,41.0,56.23308914,1.371538759512195,44.0,0.03273445013549765,0.3523084961948576,0.38504294633035524,2.625292815888786
2021,00-0034614,G.Igwebuike,18.0,-4.573146925,-0.25406371805555555,7.0,2.9043063100000004,0.4149009014285715,25.0,-0.015804194513647212,-0.007150924787420429,-0.02295511930106764,-0.27546143161281167
2021,00-0034676,J.Washington,2.0,0.6088325400000001,0.30441627000000004,26.0,24.61919195137,0.9468919981296153,28.0,0.009469706790499277,0.11245217110485763,0.1219218778953569,1.3063058345931096
2021,00-0034681,C.Edmonds,124.0,8.679454326,0.0699955994032258,43.0,3.35695534,0.07806872883720929,167.0,0.29497947775467376,-0.18949277193536015,0.1054867058193136,0.18949707632212023
2021,00-0034750,R.Penny,119.0,11.2019623805,0.0941341376512605,6.0,2.57301187,0.4288353116666667,125.0,0.31195435052214415,-0.005289098159497483,0.3066652523626467,0.7359966056703521
2021,00-0034753,M.Andrews,1.0,-1.0924461,-1.0924461,107.0,119.784597046,1.1194822153831776,108.0,-0.009303964393695087,0.6483834650434004,0.6390795006497053,1.7752208351380703
2021,00-0034791,N.Chubb,228.0,10.6301827565,0.04662360858114035,20.0,11.14213972,0.557106986,248.0,0.48882570171993256,0.0081529239239531,0.4969786256438857,0.6011838213434101
2021,00-0034798,D.Smythe,2.0,1.34018462,0.67009231,34.0,22.447989017,0.6602349710882354,36.0,0.016819978951303296,0.049099684168207744,0.06591966311951104,0.5493305259959254
2021,00-0034816,R.Jones,101.0,-3.852817772999999,-0.03814671062376237,10.0,2.67213485,0.267213485,111.0,0.1304929462568969,-0.025058563264154104,0.10543438299274278,0.28495779187227777
2021,00-0034827,Dj.Moore,8.0,7.407705758400001,0.9259632198000001,93.0,93.0744926816,1.0008009965763442,101.0,0.08785245126651972,0.4526200709559298,0.5404725222224496,1.6053639273934146
2021,00-0034838,R.Freeman,56.0,-9.5140380356,-0.16989353635,10.0,2.27511247,0.22751124699999997,66.0,-0.0017964425856182506,-0.02904873793752094,-0.03084518052313919,-0.14020536601426906
2021,00-0034844,S.Barkley,162.0,-20.3498581303,-0.1256164082117284,41.0,6.141185586,0.14978501429268293,203.0,0.06689254279124543,-0.15112772042825795,-0.08423517763701252,-0.12448548419262934
2021,00-0034845,S.Michel,234.0,-27.62698929,-0.1180640567948718,24.0,-0.5377338359999999,-0.022405576499999996,258.0,0.1143838706693199,-0.12999841591437186,-0.015614545245051958,-0.018156447959362745
2021,00-0034972,A.Mattison,135.0,-25.9953989194,-0.19255851051407408,32.0,4.010417822,0.1253255569375,167.0,-0.03508218228853501,-0.12581970091765493,-0.16090188320618995,-0.2890452991727963
2021,00-0034983,H.Renfrow,3.0,-1.60257625,-0.5341920833333333,111.0,81.86400484856,0.7375135571942343,114.0,-0.01108011378410033,0.24650630971321616,0.23542619592911582,0.6195426208660944
2021,00-0035140,M.Hardman,14.0,-5.571357870000002,-0.39795413357142867,67.0,52.0565742166,0.7769637942776119,81.0,-0.03253803889866588,0.17535657810604685,0.14281853920738097,0.5289575526199295
2021,00-0035187,A.Walter,26.0,-1.6738422199999998,-0.06437854692307692,2.0,-0.13652144,-0.06826072,28.0,0.026737693402118737,-0.01175491275333333,0.014982780648785407,0.16052979266555792
2021,00-0035208,O.Zaccheaus,1.0,0.51750255,0.51750255,31.0,38.62062923276,1.245826749443871,32.0,0.00687642404851597,0.22721303878323287,0.23408946283174883,2.1945887140476454
2021,00-0035215,D.Harris,5.0,1.13728074,0.227456148,36.0,52.53194651,1.4592207363888887,41.0,0.01980692416217784,0.34106817777668336,0.3608751019388612,2.6405495263819114
2021,00-0035216,D.Johnson,5.0,3.93995096,0.787990192,112.0,88.260863633,0.7880434252946429,117.0,0.047974464061675326,0.305604928758057,0.35357939281973233,0.9066138277429034
2021,00-0035217,B.Snell,38.0,-8.503210756000001,-0.2237687041052632,4.0,0.34654830999999997,0.08663707749999999,42.0,-0.021794455563428333,-0.017282778370988273,-0.0390772339344166,-0.2791230995315472
2021,00-0035243,M.Sanders,145.0,-1.769204177,-0.012201408117241378,29.0,-1.4984763125000005,-0.05167159698275864,174.0,0.22515109580868498,-0.16561121414443888,0.05953988166424609,0.10265496838663118
2021,00-0035261,T.Pollard,134.0,12.398897951,0.09252908918656717,41.0,13.263623208,0.32350300507317076,175.0,0.34911475467199427,-0.07954543276996648,0.26956932190202776,0.46211883754633326
2021,00-0035273,Q.Ollison,21.0,-4.7156298219999995,-0.22455380104761902,4.0,-0.15991345359999978,-0.039978363399999946,25.0,-0.012210003242471157,-0.02237284634686767,-0.03458284958933883,-0.4149941950720659
2021,00-0035311,M.Gaskin,173.0,-28.63454712605,-0.16551761344537572,49.0,7.999691575999999,0.16325901175510202,222.0,0.002058664151554276,-0.17398062018530985,-0.17192195603375557,-0.2323269676131832
2021,00-0035414,J.Guyton,7.0,-0.9758449300000002,-0.1394064185714286,31.0,42.61494448,1.3746756283870967,38.0,0.0019202670330791243,0.2673569106147906,0.26927717764786974,2.125872455114761
2021,00-0035535,D.Slayton,1.0,-1.745384,-1.745384,26.0,21.891093441,0.8419651323461538,27.0,-0.01586615434344383,0.08503409562375208,0.06916794128030826,0.768532680892314
2021,00-0035537,T.Johnson,60.0,-10.350565462,-0.17250942436666666,34.0,27.398055119,0.8058251505588235,94.0,-0.0035021798227101407,0.09884909222850922,0.09534691240579908,0.30429865661425237
2021,00-0035567,C.Reynolds,55.0,-7.765414427,-0.14118935321818182,7.0,2.1151270899999997,0.3021610128571428,62.0,0.014102270638227594,-0.015082374234656616,-0.000980103596429022,-0.004742436756914623
2021,00-0035594,T.Homer,21.0,9.715260688,0.4626314613333334,16.0,5.556012299500001,0.34725076871875005,37.0,0.1328240722349158,-0.02722338424274706,0.10560068799216873,0.8562217945310979
2021,00-0035628,D.Johnson,100.0,6.4351157463,0.064351157463,19.0,4.2242614419999995,0.22232954957894735,119.0,0.2322138696385317,-0.05618207194058627,0.1760317976979454,0.44377764125532454
2021,00-0035640,D.Metcalf,1.0,0.22244152,0.22244152,75.0,84.034523628,1.12046031504,76.0,0.003910986561078784,0.4552116524334172,0.459122638994496,1.812326206557221
2021,00-0035657,D.Harris,211.0,0.8368845154000009,0.00396627732417062,19.0,6.8452976,0.3602788210526316,230.0,0.36191890604993504,-0.029840000000887764,0.3320789060490473,0.4331463991944095
2021,00-0035659,T.McLaurin,1.0,0.7791807,0.7791807,77.0,83.174666642,1.08019047587013,78.0,0.009506355204294863,0.4361870357001843,0.4456933909044792,1.7142053496326122
2021,00-0035662,M.Brown,1.0,0.9444637,0.9444637,91.0,62.339296863,0.6850472182747253,92.0,0.011167490882686825,0.15410646854745394,0.16527395943014075,0.5389368242287198
2021,00-0035664,D.Henderson,153.0,-3.36982829606,-0.02202502154287582,32.0,8.959918304,0.279997447,185.0,0.222467568407265,-0.076075977480469,0.146391590926796,0.23739176907047999
2021,00-0035676,A.Brown,2.0,0.55204184,0.27602092,68.0,87.590370222,1.2880936797352942,70.0,0.008898945986479176,0.5272887370600335,0.5361876830465128,2.2979472130564833
2021,00-0035700,J.Jacobs,230.0,-31.481753786,-0.13687719037391305,58.0,10.28580982,0.17734154862068968,288.0,0.06894094536972836,-0.19772732833912895,-0.1287863829694006,-0.1341524822597923
2021,00-0035715,D.Gore,54.0,0.06383003099999907,0.0011820376111110937,8.0,7.38875116,0.923593895,62.0,0.0911127511927267,0.03272745371028476,0.12384020490301145,0.5992267979177973
2021,00-0035806,J.Hasty,16.0,2.67652475,0.167282796875,24.0,5.3944825177,0.22477010490416668,40.0,0.05370604055515,-0.07037815105306532,-0.016672110497915317,-0.12504082873436487
2021,00-0035831,J.Robinson,164.0,-11.252416220799999,-0.06861229402926829,31.0,6.280988890000001,0.2026125448387097,195.0,0.1616749065616442,-0.09780847219927971,0.0638664343623645,0.09825605286517616
2021,00-0035860,T.Jones,54.0,-18.6899026927,-0.34610930912407406,5.0,1.18365391,0.23673078200000003,59.0,-0.09736697467360494,-0.014061075752680063,-0.11142805042628501,-0.5665833072522967
2021,00-0035973,P.Taylor,23.0,0.28852572000000004,0.012544596521739133,2.0,1.01779174,0.50889587,25.0,0.041433804070641185,-0.0001537752658961463,0.04128002880474504,0.4953603456569404
2021,00-0036020,S.Ahmed,54.0,-11.96486741,-0.2215716187037037,12.0,8.433515333,0.7027929444166667,66.0,-0.029778680375112495,0.02246192019356785,-0.007316760181544646,-0.03325800082520294
2021,00-0036223,J.Taylor,332.0,34.46919364286,0.10382287241825301,40.0,12.367272379,0.30918180947499996,372.0,0.9026546639350407,-0.08336256482546064,0.81929209910958,0.6607194347657903
2021,00-0036247,F.Swain,5.0,1.170081616,0.23401632320000001,25.0,27.836262407,1.11345049628,30.0,0.020136581207403973,0.14997595648283082,0.1701125376902348,1.701125376902348
2021,00-0036251,Z.Moss,97.0,-9.987105249,-0.10295984792783507,23.0,8.409522408399999,0.36563140906086955,120.0,0.062140242263838026,-0.0348848236140871,0.027255418649750923,0.06813854662437731
2021,00-0036252,M.Pittman,5.0,1.57396604,0.314793208,88.0,100.47019314,1.1417067402272727,93.0,0.024195721147102462,0.5529058137277052,0.5771015348748076,1.8616178544348632
2021,00-0036261,B.Aiyuk,5.0,-1.26473801,-0.252947602,65.0,77.1010720718,1.1861703395661538,70.0,-0.004333967797621155,0.43744291211767167,0.43310894432005054,1.8561811899430736
2021,00-0036265,A.Dillon,194.0,6.664939641809998,0.034355358978402056,34.0,19.230738685,0.5656099613235294,228.0,0.39201063668657055,0.016765509977252926,0.40877614666382345,0.5378633508734519
2021,00-0036268,L.Shenault,11.0,-1.25907428,-0.11446129818181819,63.0,46.126691113,0.7321697002063492,74.0,0.005775314483424413,0.1365254389534171,0.1423007534368415,0.5768949463655737
2021,00-0036271,Q.Watkins,1.0,-0.16650628,-0.16650628,45.0,54.690151325,1.2153366961111112,46.0,1.963445500894546e-06,0.3160359075223619,0.3160378709678628,2.0611165497904094
2021,00-0036275,D.Swift,151.0,-26.868200464,-0.17793510241059604,62.0,11.764515958999999,0.1897502574032258,213.0,-0.017047762784641318,-0.20363163606690116,-0.22067939885154247,-0.31081605472048235
2021,00-0036290,C.Kmet,1.0,-0.22224535,-0.22224535,60.0,30.9927713687,0.5165461894783333,61.0,-0.0005582282127905628,0.0,-0.0005582282127905628,-0.0027453846530683416
2021,00-0036309,D.Mooney,6.0,0.9643581100000003,0.1607263516666667,81.0,81.285621189,1.0035261875185184,87.0,0.019744401678030495,0.39643597830407024,0.4161803799821007,1.435104758558968
2021,00-0036328,A.Gibson,259.0,-24.129261390000003,-0.0931631713899614,42.0,9.7346863742,0.23177824700476193,301.0,0.19142174977166634,-0.12020355360693466,0.07121819616473168,0.07098159086185882
2021,00-0036331,D.Duvernay,7.0,2.46116308,0.3515947257142857,33.0,18.135364044,0.5495564861818182,40.0,0.03646306110343088,0.010948138605175888,0.04741119970860677,0.3555839978145508
2021,00-0036345,K.Osborn,1.0,0.5470397,0.5470397,50.0,51.817326873,1.03634653746,51.0,0.0071732798274104425,0.26120620501591296,0.2683794848433234,1.5787028520195496
