season,player,player_id,team,position,position_group,player_game_count,snap_counts_offense,snap_counts_pass_block,snap_counts_run_block,grades_offense,grades_pass_block,grades_run_block,pressures_allowed,sacks_allowed,hits_allowed,hurries_allowed,block_percent,pass_block_percent,pbe,penalties,declined_penalties
2023,Tyler Steen,81921,PHI,G,G,4,71,42,29,53.2,21.9,64.1,6,0,1,5,100.0,100.0,92.3,0,0
2023,Jake Andrews,81868,NE,G,G,2,71,47,24,53.0,34.2,60.8,4,0,0,4,100.0,100.0,95.7,0,0
2023,Kion Smith,136103,MIA,T,T,5,70,22,48,60.3,86.1,56.9,0,0,0,0,100.0,100.0,100.0,1,0
2023,Mike Caliendo,41446,KC,G,G,2,64,35,29,45.1,28.1,51.3,4,1,0,3,100.0,100.0,92.9,0,0
2023,Kyle Hinton,83163,ATL,G,G,4,63,28,35,59.8,79.2,54.5,0,0,0,0,100.0,100.0,100.0,0,0
2023,John Ojukwu,58530,TEN,T,T,3,66,13,48,64.4,50.0,65.4,3,1,1,1,92.4,72.2,81.8,0,0
2023,Leroy Watson,98723,CLE,T,T,5,60,33,27,49.8,46.2,51.0,0,0,0,0,100.0,100.0,100.0,0,0
2023,Lucas Niang,47004,KC,T,T,3,59,36,23,47.4,56.5,48.4,4,0,1,3,100.0,100.0,94.3,1,1
2023,Tyler Vrabel,77343,ATL,T,T,1,57,37,20,68.1,71.6,62.1,0,0,0,0,100.0,100.0,100.0,0,0
2023,Luke Wypler,129764,CLE,G,G,2,57,34,23,64.6,54.5,65.9,2,0,1,1,100.0,100.0,97.1,0,0
2023,David Bakhtiari,7891,GB,T,T,1,55,30,25,78.3,89.9,68.6,0,0,0,0,100.0,100.0,100.0,0,0
2023,Cole Van Lanen,41583,JAX,T,T,2,53,50,3,51.8,45.5,59.5,6,0,1,5,100.0,100.0,93.3,0,0
2023,Foster Sarell,52272,LAC,T,T,7,48,25,23,48.0,51.6,45.9,2,0,0,2,100.0,100.0,96.0,0,0
2023,Jalen Mayfield,81725,NYG,G,G,2,47,32,15,26.1,0.0,39.4,5,0,0,5,100.0,100.0,91.7,2,0
2023,Ryan Van Demark,55113,BUF,T,T,9,46,7,39,60.2,27.2,64.4,1,0,1,0,100.0,100.0,92.9,0,0
2023,Olisaemeka Udoh,28394,MIN,T,T,2,45,37,8,52.4,49.8,50.5,3,1,1,1,100.0,100.0,94.4,0,0
2023,Riley Reiff,7029,NE,G,G,1,45,29,16,60.0,63.4,57.0,1,0,0,1,100.0,100.0,98.1,0,0
2023,Matt Pryor,46647,SF,T,T,6,42,14,28,88.5,80.8,87.7,0,0,0,0,100.0,100.0,100.0,0,0
2023,Asim Richards,99674,DAL,T,T,5,40,16,24,64.8,63.9,63.0,1,0,0,1,100.0,100.0,96.7,0,0
2023,Austin Deculus,59821,NYJ,T,T,2,39,22,17,62.7,53.6,64.6,3,0,3,0,100.0,100.0,91.7,0,0
2023,Luke Wattenberg,41024,DEN,G,G,4,39,17,22,57.9,33.0,61.7,2,0,0,2,100.0,100.0,94.1,0,0
2023,Fred Johnson,46951,PHI,T,T,3,37,23,14,74.8,76.2,72.9,1,0,0,1,100.0,100.0,97.8,0,0
2023,Josh Sills,41748,IND,G,G,7,36,13,23,59.0,48.8,59.9,1,0,0,1,100.0,100.0,96.2,0,0
2023,Zach Thomas,43641,LA,T,T,1,35,29,6,22.8,8.6,55.9,5,2,0,3,100.0,100.0,86.5,1,0
2023,Ryan Bates,28300,BUF,C,C,6,35,2,33,78.7,70.8,77.2,0,0,0,0,100.0,100.0,100.0,0,0
2023,Brian Allen,46104,LA,C,C,3,34,14,20,69.2,79.8,66.5,0,0,0,0,100.0,100.0,100.0,0,0
2023,Warren McClendon Jr.,99081,LA,T,T,2,32,16,16,54.6,45.0,57.0,2,1,0,1,100.0,100.0,89.3,0,0
2023,Justin Skule,38951,TB,T,T,8,29,4,24,69.8,79.2,64.9,0,0,0,0,96.6,80.0,100.0,0,0
2023,Ricky Stromberg,99066,WAS,G,G,3,26,21,5,44.5,41.7,46.3,1,0,0,1,100.0,100.0,97.4,0,0
2023,Jack Conklin,10642,CLE,T,T,1,22,15,7,74.5,78.9,71.7,0,0,0,0,100.0,100.0,100.0,0,0
2023,Nick Saldiveri,81785,NO,G,G,3,18,14,4,52.1,32.2,59.9,1,0,0,1,100.0,100.0,95.8,0,0
2023,Justin Herron,46271,LV,T,T,5,17,8,9,65.1,68.7,61.6,0,0,0,0,100.0,100.0,100.0,0,0
2023,Sean Harlow,11891,NYG,C,C,2,16,13,3,45.3,73.3,55.4,1,0,0,1,100.0,100.0,95.8,1,0
2023,Prince Tega Wanogho,44820,KC,T,T,2,16,9,7,60.6,21.1,81.0,2,0,2,0,100.0,100.0,88.9,0,0
2023,Hroniss Grasu,9504,LV,C,C,1,15,7,8,45.7,60.2,45.7,1,0,0,1,100.0,100.0,92.9,0,0
2023,Brandon Parker,34693,LV,T,T,3,14,4,10,57.4,58.0,57.3,1,0,0,1,100.0,100.0,87.5,0,0
2023,Max Scharping,46961,CIN,C,C,2,13,5,8,78.1,77.9,78.2,0,0,0,0,100.0,100.0,100.0,0,0
2023,Jackson Carman,52575,CIN,T,T,1,12,5,7,56.6,48.5,57.7,1,0,0,1,100.0,100.0,90.0,0,0
2023,Dieter Eiselen,109304,HOU,C,C,3,10,2,8,96.3,71.1,93.7,0,0,0,0,100.0,100.0,100.0,0,0
2023,Austen Pleasants,37066,LAC,T,T,1,10,8,2,34.6,4.8,54.4,2,0,0,2,100.0,100.0,87.5,0,0
2023,Jonotthan Harrison,9132,MIA,G,G,2,9,1,8,57.1,67.2,56.1,0,0,0,0,100.0,100.0,100.0,0,0
2023,Tommy Kraemer,40976,NO,T,T,2,8,0,8,48.5,,45.5,0,0,0,0,100.0,,,0,0
2023,Corey Levin,11972,TEN,C,C,3,9,2,6,48.8,74.1,50.5,0,0,0,0,88.9,66.7,100.0,0,0
2023,Ben Brown,59869,SEA,G,G,1,8,5,3,61.5,77.7,58.7,0,0,0,0,100.0,100.0,100.0,0,0
2023,John Leglue,46859,ATL,C,C,1,8,0,8,61.9,,61.6,0,0,0,0,100.0,,,0,0
2023,Matt Waletzko,87430,DAL,T,T,1,7,4,3,54.3,26.0,59.4,0,0,0,0,100.0,100.0,100.0,0,0
2023,J.D. DiRenzo,108791,CAR,G,G,3,6,1,5,46.2,8.1,57.4,0,0,0,0,100.0,100.0,100.0,0,0
2023,Arlington Hambright,60003,IND,G,G,2,6,0,6,65.4,,67.4,0,0,0,0,100.0,,,0,0
2023,James Ferentz,9258,NE,G,G,1,4,2,2,40.6,0.0,60.0,1,1,0,0,100.0,100.0,50.0,0,0
2023,Raiqwon O'Neal,81811,SEA,T,T,1,4,1,3,60.0,66.2,60.0,0,0,0,0,100.0,100.0,100.0,0,0
2023,Nick Broeker,99084,HOU,G,G,1,3,0,3,57.5,,57.6,0,0,0,0,100.0,,,0,0
2023,Jaylon Thomas,77421,NYG,C,C,1,3,2,1,60.0,26.4,60.0,0,0,0,0,100.0,100.0,100.0,0,0
2023,Jimmy Morrissey,41626,HOU,G,G,1,3,2,1,60.1,73.8,60.0,0,0,0,0,100.0,100.0,100.0,0,0
2023,Julian Good-Jones,36624,WAS,G,G,1,2,1,1,67.7,67.4,67.1,0,0,0,0,100.0,100.0,100.0,0,0
2023,Doug Kramer,41458,CHI,C,C,1,2,0,2,60.0,,60.0,0,0,0,0,100.0,,,0,0
2023,Chris Reed,9830,MIN,G,G,1,2,2,0,60.0,72.3,,0,0,0,0,100.0,100.0,100.0,0,0
2023,David Sharpe,11884,CAR,T,T,1,1,1,0,60.0,68.5,,0,0,0,0,100.0,100.0,,0,0
2023,Netane Muti,41339,LV,G,G,1,1,0,1,60.0,,60.0,0,0,0,0,100.0,,,0,0
2023,Spencer Anderson,81719,PIT,G,G,1,1,0,1,60.0,,60.0,0,0,0,0,100.0,,,0,0
2023,Ty Nsekhe,7636,CLE,T,T,1,1,0,1,60.0,,59.2,0,0,0,0,100.0,,,0,0
2024,Nick Allegretti,39268,WAS,G,G,20,1372,835,537,58.8,53.5,62.3,46,4,3,39,100.0,100.0,96.8,8,2
2024,Creed Humphrey,59996,KC,C,C,20,1288,829,459,92.4,91.5,90.5,7,0,2,5,100.0,100.0,99.5,2,1
2024,Trey Smith,62960,KC,G,G,20,1288,829,459,75.1,65.7,77.9,34,1,6,27,100.0,100.0,97.7,11,2
2024,Joe Thuney,10712,KC,G,G,20,1288,829,459,80.0,80.0,74.1,35,2,8,25,100.0,100.0,97.6,1,0
2024,Cam Jurgens,84014,PHI,C,C,20,1284,621,663,65.6,54.4,67.2,35,6,2,27,100.0,100.0,96.5,6,2
2024,Jawaan Taylor,41665,KC,T,T,19,1265,818,447,60.1,69.5,57.3,43,7,7,29,100.0,100.0,96.7,19,3
2024,Sam Cosmi,60114,WAS,G,G,19,1259,762,497,67.2,74.3,64.8,25,1,5,19,100.0,100.0,98.2,11,1
2024,Daniel Faalele,81734,BAL,G,G,19,1240,638,602,61.8,63.5,59.8,33,1,3,29,100.0,100.0,97.1,6,1
2024,Landon Dickerson,41712,PHI,G,G,20,1231,608,623,78.6,70.5,79.4,32,5,5,22,100.0,100.0,96.8,10,3
2024,Tyler Linderbaum,82291,BAL,C,C,19,1227,638,589,79.9,64.9,85.3,19,0,3,16,100.0,100.0,98.4,10,1
2024,O'Cyrus Torrence,102821,BUF,G,G,19,1221,690,531,55.5,60.6,53.4,45,0,3,42,100.0,100.0,96.5,7,1
2024,Ronnie Stanley,10640,BAL,T,T,19,1221,634,587,71.1,80.9,62.7,40,2,4,34,100.0,100.0,96.4,15,1
2024,Penei Sewell,81788,DET,T,T,18,1213,664,548,89.6,75.4,91.5,29,1,5,23,99.9,99.8,97.7,6,0
2024,Blake Brandel,46282,MIN,G,G,18,1191,730,461,55.7,62.1,57.7,46,9,7,30,100.0,100.0,95.9,11,0
2024,Garrett Bradbury,46013,MIN,C,C,18,1191,730,461,62.8,50.5,70.5,38,4,6,28,100.0,100.0,96.9,6,0
2024,Lane Johnson,7786,PHI,T,T,19,1190,574,616,88.9,88.7,85.4,14,1,1,12,100.0,100.0,98.6,8,0
2024,David Edwards,35941,BUF,G,G,19,1180,686,494,66.1,64.1,64.8,30,1,3,26,100.0,100.0,97.6,6,1
2024,Cody Mauch,66637,TB,G,G,18,1178,722,456,74.6,77.2,68.4,19,2,1,16,100.0,100.0,98.5,2,0
2024,Joel Bitonio,8670,CLE,G,G,17,1178,815,363,63.9,70.2,59.6,32,3,5,24,100.0,100.0,97.7,7,0
2024,Ben Bredeson,27305,TB,G,G,18,1173,722,451,55.4,59.9,53.2,36,3,3,30,100.0,100.0,97.1,7,0
2024,Terence Steele,39461,DAL,T,T,17,1168,746,422,67.0,57.5,78.9,41,9,6,26,100.0,100.0,96.4,7,0
2024,Laremy Tunsil,10647,HOU,T,T,19,1167,745,422,77.8,89.1,73.3,23,4,3,16,100.0,100.0,98.1,19,2
2024,Tyler Biadasz,41178,WAS,C,C,18,1166,699,467,64.2,62.8,62.9,23,1,1,21,100.0,100.0,98.2,4,1
2024,Connor McGovern,41714,BUF,C,C,19,1164,680,484,69.5,68.1,69.7,27,0,0,27,100.0,100.0,97.9,4,0
2024,Dion Dawkins,11818,BUF,T,T,19,1164,684,480,72.4,81.2,65.8,25,3,5,17,100.0,100.0,97.8,15,0
2024,Mekhi Becton,59818,PHI,G,G,19,1158,570,588,70.8,60.5,70.3,33,5,3,25,100.0,100.0,96.4,5,0
2024,Tytus Howard,25472,HOU,T,T,18,1157,741,416,69.5,74.9,61.3,41,6,3,32,100.0,100.0,96.6,5,1
2024,Brian O'Neill,46854,MIN,T,T,18,1151,699,452,79.3,79.7,74.1,26,4,0,22,100.0,100.0,97.7,5,0
2024,Graham Glasgow,10729,DET,G,G,17,1149,632,517,57.2,49.8,60.1,45,5,11,29,100.0,100.0,95.9,7,2
2024,Kevin Dotson,46735,LA,G,G,18,1145,668,477,78.2,60.2,82.3,30,5,6,19,100.0,100.0,97.2,3,0
2024,Spencer Brown,42296,BUF,T,T,18,1140,636,504,77.9,77.3,83.5,22,2,4,16,100.0,100.0,98.0,17,3
2024,Rasheed Walker,81798,GB,T,T,18,1139,603,536,68.7,80.1,53.6,37,3,4,30,100.0,100.0,96.4,9,1
2024,Aaron Brewer,46014,MIA,C,C,17,1139,714,425,74.8,70.2,75.8,14,2,1,11,100.0,100.0,98.8,9,2
2024,Ted Karras,10855,CIN,C,C,17,1136,775,361,63.4,78.0,54.9,23,2,6,15,100.0,100.0,98.3,4,2
2024,Zach Tom,55443,GB,T,T,18,1134,603,531,85.8,81.0,87.8,28,4,2,22,100.0,100.0,97.1,7,3
2024,Alex Cappa,66578,CIN,G,G,17,1132,774,358,51.2,39.7,54.9,51,8,7,36,100.0,100.0,95.9,1,0
2024,Quinn Meinerz,112915,DEN,G,G,18,1131,711,420,87.3,81.4,85.7,12,1,4,7,100.0,100.0,99.0,5,1
2024,Patrick Mekari,46219,BAL,G,G,19,1131,577,554,59.4,71.6,56.5,32,1,0,31,100.0,100.0,96.9,14,2
2024,Ben Powers,41482,DEN,G,G,18,1130,715,415,64.4,66.5,61.4,24,3,3,18,100.0,100.0,98.0,6,1
2024,Frank Ragnow,39137,DET,C,C,17,1129,630,499,86.1,65.8,90.9,21,2,7,12,100.0,100.0,98.1,7,0
2024,Dan Moore Jr.,60120,PIT,T,T,18,1128,627,501,67.2,66.9,60.9,41,12,3,26,100.0,100.0,95.5,5,1
2024,Coleman Shelton,39316,CHI,C,C,17,1121,743,378,67.4,68.4,68.0,26,3,3,20,100.0,100.0,97.9,5,0
2024,Greg Van Roten,7746,NYG,G,G,17,1121,727,394,63.4,64.9,62.3,35,7,4,24,100.0,100.0,96.9,5,0
2024,Jake Matthews,8641,ATL,T,T,17,1119,636,483,79.8,85.4,70.1,30,5,4,21,100.0,100.0,97.0,8,2
2024,Broderick Jones,124025,PIT,T,T,18,1117,630,487,58.7,55.0,64.1,45,11,10,24,100.0,100.0,95.3,10,2
2024,Andrew Wylie,12333,WAS,T,T,17,1115,671,442,62.2,65.7,53.4,31,0,3,28,99.8,99.7,97.6,5,1
2024,Bradley Bozeman,27934,LAC,C,C,18,1112,669,443,61.0,51.4,64.8,30,4,5,21,100.0,100.0,97.3,4,2
2024,Garett Bolles,11775,DEN,T,T,18,1111,700,411,80.0,88.2,72.8,23,2,2,19,100.0,100.0,98.1,16,4
2024,Graham Barton,122367,TB,C,C,17,1111,677,434,56.3,64.0,54.6,24,1,2,21,100.0,100.0,98.0,12,2
2024,Matthew Bergeron,99658,ATL,G,G,17,1106,618,488,70.9,68.5,73.1,33,3,9,21,100.0,100.0,96.9,12,3
2024,Zion Johnson,99681,LAC,G,G,18,1102,660,442,64.4,62.4,63.5,37,7,14,16,100.0,100.0,96.4,4,0
2024,Chris Lindstrom,46692,ATL,G,G,17,1099,627,472,93.5,68.0,94.6,31,1,8,22,100.0,100.0,97.2,8,0
2024,Peter Skoronski,129737,TEN,G,G,17,1095,661,434,60.4,76.3,54.4,28,4,6,18,100.0,100.0,97.4,8,1
2024,Charles Cross,98401,SEA,T,T,17,1094,724,370,82.5,81.3,77.9,47,6,5,36,100.0,100.0,96.0,8,2
2024,JC Latham,146596,TEN,T,T,17,1095,660,434,61.8,67.8,57.0,47,7,11,29,99.9,99.8,95.6,10,0
2024,Laken Tomlinson,9461,SEA,G,G,17,1094,724,370,62.5,66.0,59.7,38,6,8,24,100.0,100.0,96.7,5,2
2024,Quenton Nelson,12954,IND,G,G,17,1083,608,475,81.3,79.7,81.7,20,3,8,9,100.0,100.0,98.0,10,0
2024,Trevor Penning,59963,NO,T,T,17,1081,663,418,60.2,51.6,70.1,54,5,4,45,100.0,100.0,95.2,13,2
2024,Robert Jones,100786,MIA,G,G,17,1080,676,404,56.1,54.3,56.3,28,5,4,19,100.0,100.0,97.4,7,0
2024,Dominick Puni,163815,SF,G,G,17,1078,656,422,80.5,68.9,81.5,35,3,0,32,100.0,100.0,96.9,7,1
2024,Hjalte Froholdt,44959,ARI,C,C,17,1078,658,420,76.1,66.1,78.1,22,3,5,14,100.0,100.0,98.0,9,1
2024,Kolton Miller,47013,LV,T,T,17,1075,716,359,80.6,82.2,71.7,38,7,6,25,100.0,100.0,96.6,7,2
2024,Elgton Jenkins,46298,GB,G,G,18,1073,564,509,65.7,81.6,61.3,18,1,2,15,100.0,100.0,98.2,10,0
2024,Ethan Pocic,11813,CLE,C,C,16,1073,747,326,63.6,66.2,63.7,28,3,6,19,100.0,100.0,97.8,6,0
2024,Cam Robinson,11789,MIN,T,T,18,1073,685,388,63.2,67.2,60.0,64,8,7,49,100.0,100.0,94.4,13,2
2024,Jake Brendel,11117,SF,C,C,17,1072,656,416,65.0,55.1,71.6,26,1,3,22,100.0,100.0,97.8,10,1
2024,Taliese Fuaga,131732,NO,T,T,17,1070,657,413,65.7,62.2,69.5,39,6,9,24,100.0,100.0,96.3,10,0
2024,Evan Brown,38709,ARI,G,G,17,1070,644,426,65.9,73.5,58.7,20,2,0,18,100.0,100.0,98.2,2,0
2024,Jordan Mailata,66916,PHI,T,T,16,1069,530,539,95.2,90.8,94.6,20,2,0,18,100.0,100.0,97.8,7,2
2024,Josh Myers,59992,GB,C,C,17,1067,554,513,54.6,63.9,50.9,31,1,6,24,100.0,100.0,96.9,4,0
2024,Joe Tippmann,101568,NYJ,C,C,17,1067,712,355,73.4,63.1,77.3,23,5,3,15,100.0,100.0,97.9,4,0
2024,Roger Rosengarten,131912,BAL,T,T,18,1066,548,518,66.0,69.2,60.4,36,4,1,31,100.0,100.0,96.1,6,1
2024,Joe Alt,147481,LAC,T,T,17,1066,641,425,75.9,78.1,69.5,24,6,1,17,100.0,100.0,97.5,8,0
2024,Colton McKivitz,29314,SF,T,T,17,1062,645,417,72.2,72.8,68.6,36,2,6,28,100.0,100.0,96.9,6,0
2024,Tristan Wirfs,64818,TB,T,T,17,1061,664,397,82.5,94.1,62.8,13,0,1,12,100.0,100.0,99.0,9,2
2024,Cooper Beebe,99434,DAL,C,C,16,1059,692,367,65.4,60.3,66.1,18,3,5,10,100.0,100.0,98.3,3,0
2024,Tyler Smith,98385,DAL,G,G,16,1052,682,370,75.0,76.0,73.8,22,2,4,16,100.0,100.0,98.1,9,4
2024,Kevin Zeitler,7032,DET,G,G,16,1047,577,470,86.5,70.7,87.2,18,5,4,9,100.0,100.0,97.9,2,0
2024,Kaleb McGary,46912,ATL,T,T,16,1042,576,466,73.8,63.8,77.6,32,6,10,16,100.0,100.0,96.5,3,0
2024,Beaux Limmer,99067,LA,C,C,17,1040,591,449,55.5,40.2,65.4,27,2,5,20,100.0,100.0,97.4,10,1
2024,Liam Eichenberg,41851,MIA,G,G,17,1037,644,393,53.1,49.7,58.7,29,2,3,24,100.0,100.0,97.4,9,1
2024,Sean Rhyan,72009,GB,G,G,18,1027,543,484,61.3,65.6,58.7,28,4,8,16,100.0,100.0,96.9,7,0
2024,Mitch Morse,9482,JAX,C,C,17,1021,634,387,57.9,61.9,55.8,14,3,2,9,100.0,100.0,98.6,4,0
2024,Darnell Wright,98480,CHI,T,T,16,1021,662,359,79.3,75.4,82.2,30,6,3,21,100.0,100.0,97.0,8,2
2024,Zach Frazier,123419,PIT,C,C,16,1021,585,436,77.9,68.6,80.5,12,1,2,9,100.0,100.0,98.8,5,2
2024,Mike Onwenu,27357,NE,G,G,17,1020,658,362,65.2,71.9,57.5,31,2,6,23,100.0,100.0,97.3,4,0
2024,John Simpson,41715,NYJ,G,G,17,1020,682,338,77.3,72.3,79.2,20,3,6,11,100.0,100.0,98.2,7,1
2024,Alaric Jackson,40972,LA,T,T,16,1017,583,434,78.4,79.2,75.2,25,3,4,18,100.0,100.0,97.4,8,1
2024,Brandon Scherff,9438,JAX,G,G,17,1013,625,388,64.7,74.5,57.3,17,0,1,16,100.0,100.0,98.6,2,1
2024,Brandon Coleman,123068,WAS,T,T,19,1013,612,399,59.7,55.4,62.4,42,10,6,26,99.8,99.7,95.5,6,2
2024,Matt Pryor,46647,CHI,G,G,15,1005,659,346,69.9,78.1,65.9,24,7,0,17,100.0,100.0,97.4,7,2
2024,Shaq Mason,9564,HOU,G,G,16,999,629,370,60.5,63.6,56.9,36,8,6,22,100.0,100.0,96.3,4,0
2024,DJ Glaze,129511,LV,T,T,15,998,665,333,66.1,61.9,68.4,51,3,10,38,100.0,100.0,95.6,8,0
2024,Cordell Volson,30614,CIN,G,G,15,984,662,322,59.1,48.8,65.6,43,6,10,27,100.0,100.0,96.1,8,2
2024,John Michael Schmitz Jr.,55238,NYG,C,C,15,983,646,337,61.4,50.2,67.0,28,6,5,17,100.0,100.0,97.1,5,0
2024,Robert Hunt,46139,CAR,G,G,16,966,623,343,67.7,57.5,72.0,36,5,8,23,100.0,100.0,96.5,5,1
2024,Taylor Decker,10650,DET,T,T,15,963,536,426,77.2,78.0,70.3,32,8,4,20,99.9,99.8,96.1,4,2
2024,Rashawn Slater,59971,LAC,T,T,16,959,586,373,90.9,89.9,82.3,26,3,7,16,100.0,100.0,97.3,6,3
2024,Jackson Powers-Johnson,146550,LV,G,G,15,956,633,323,63.9,68.3,70.4,23,2,3,18,100.0,100.0,97.9,14,0
2024,Luke Goedeke,77548,TB,T,T,14,952,568,384,73.6,76.8,75.7,17,3,0,14,100.0,100.0,98.1,11,1
2024,Juice Scruggs,81800,HOU,C,C,14,944,586,358,63.5,62.1,64.4,25,5,3,17,100.0,100.0,97.3,6,0
2024,Anton Harrison,122929,JAX,T,T,16,943,582,361,64.2,65.9,57.0,31,4,4,23,100.0,100.0,96.8,4,0
2024,Damien Lewis,81532,CAR,G,G,16,942,616,326,75.5,72.0,76.9,24,6,2,16,100.0,100.0,97.4,6,3
2024,Mason McCormick,78326,PIT,G,G,15,936,523,413,57.7,63.2,53.7,21,2,2,17,100.0,100.0,97.7,2,0
2024,Jermaine Eluemunor,11914,NYG,T,T,15,925,579,346,63.2,71.0,56.9,29,4,9,16,100.0,100.0,96.9,10,3
2024,Alijah Vera-Tucker,57107,NYJ,G,G,15,916,619,297,77.7,74.5,76.3,16,4,4,8,100.0,100.0,98.3,5,1
2024,Ezra Cleveland,41973,JAX,G,G,15,911,558,353,64.9,67.8,59.7,18,4,3,11,100.0,100.0,97.9,1,0
2024,Ikem Ekwonu,98286,CAR,T,T,15,909,593,316,71.7,66.2,80.5,39,7,5,27,100.0,100.0,95.9,12,1
2024,Dillon Radunz,30551,TEN,G,G,15,903,547,356,57.0,63.9,53.6,23,6,2,15,100.0,100.0,97.1,5,0
2024,Mike McGlinchey,46275,DEN,T,T,14,891,563,328,72.2,72.1,70.2,23,3,2,18,100.0,100.0,97.6,6,1
2024,Wyatt Teller,46131,CLE,G,G,13,885,610,275,62.6,63.1,61.6,27,2,4,21,100.0,100.0,97.5,6,1
2024,Dylan Parham,60953,LV,G,G,15,882,591,291,74.3,67.5,75.6,36,5,2,29,100.0,100.0,96.3,3,0
2024,Isaac Seumalo,10713,PIT,G,G,14,872,505,367,66.3,62.7,69.2,28,2,2,24,100.0,100.0,96.9,6,1
2024,Demontrey Jacobs,56619,NE,T,T,15,867,566,301,38.2,42.7,41.9,49,9,7,33,100.0,100.0,94.4,11,0
2024,Paris Johnson Jr.,129749,ARI,T,T,14,865,515,350,80.8,78.1,73.8,23,4,2,17,100.0,100.0,97.2,7,1
2024,Luke Wattenberg,41024,DEN,C,C,14,864,544,320,64.3,82.5,57.8,9,2,2,5,100.0,100.0,98.9,7,3
2024,Bernhard Raimann,77948,IND,T,T,14,856,471,385,85.1,82.0,80.7,20,4,2,14,100.0,100.0,97.3,6,3
2024,Taylor Moton,11819,CAR,T,T,14,846,538,308,77.7,80.6,66.9,14,1,2,11,100.0,100.0,98.5,1,1
2024,Jon Runyan,36661,NYG,G,G,13,842,541,301,56.1,62.6,52.3,29,2,4,23,100.0,100.0,96.9,5,2
2024,Trey Pipkins III,91462,LAC,G,G,15,838,521,317,57.8,49.7,63.7,29,6,2,21,100.0,100.0,96.4,5,2
2024,Amarius Mims,146719,CIN,T,T,15,835,560,274,57.8,60.8,52.6,33,4,5,24,99.9,99.8,96.4,4,1
2024,Terron Armstead,7856,MIA,T,T,15,821,501,320,89.4,84.8,83.4,16,3,2,11,100.0,100.0,98.0,3,0
2024,Jack Conklin,10642,CLE,T,T,12,818,552,266,66.2,67.9,59.6,38,7,2,29,100.0,100.0,95.6,2,0
2024,Cesar Ruiz,59857,NO,G,G,13,813,477,336,67.6,67.5,64.4,13,1,2,10,100.0,100.0,98.4,1,0
2024,Rob Havenstein,9490,LA,T,T,13,805,442,363,75.8,68.3,79.6,23,3,5,15,100.0,100.0,96.9,6,1
2024,Vederian Lowe,59741,NE,T,T,14,803,501,301,54.0,66.9,45.8,33,5,5,23,99.9,99.8,95.9,13,2
2024,Aaron Banks,59983,SF,G,G,13,775,471,304,65.4,60.5,68.9,25,1,4,20,100.0,100.0,97.1,5,1
2024,Kelvin Beachum,7229,ARI,T,T,15,742,418,323,64.1,75.4,54.2,16,4,2,10,99.9,99.8,97.5,5,0
2024,Teven Jenkins,41534,CHI,G,G,14,738,495,243,75.4,75.8,74.3,17,4,1,12,100.0,100.0,97.7,4,1
2024,Wanya Morris,98247,KC,T,T,15,732,453,278,53.9,55.4,55.2,35,5,7,23,99.9,99.8,95.3,10,2
2024,Braden Smith,46794,IND,T,T,12,731,431,299,65.7,67.8,74.6,24,4,2,18,99.9,99.8,96.5,12,5
2024,Morgan Moses,8701,NYJ,T,T,14,723,467,256,63.3,69.2,60.6,16,2,2,12,100.0,100.0,97.9,8,2
2024,Steve Avila,77319,LA,G,G,12,720,426,294,66.1,50.6,70.6,19,3,7,9,100.0,100.0,97.3,2,0
2024,Braxton Jones,60092,CHI,T,T,12,719,471,248,77.4,80.8,70.2,26,5,2,19,100.0,100.0,96.4,7,2
2024,Andre James,47058,LV,C,C,11,702,448,254,55.6,65.4,50.2,17,2,1,14,100.0,100.0,97.7,2,0
2024,Jarrett Patterson,81775,HOU,C,C,12,688,442,246,64.1,69.9,58.8,16,3,3,10,100.0,100.0,97.8,1,0
2024,Cody Ford,39805,CIN,T,T,14,688,464,222,50.6,50.2,49.8,37,5,8,24,99.7,99.6,95.1,3,0
2024,Michael Jordan,28021,NE,G,G,12,684,441,243,51.4,60.4,44.8,23,3,3,17,100.0,100.0,96.8,2,0
2024,Daniel Brunskill,34807,TEN,C,C,16,684,395,289,55.3,55.6,54.9,11,0,4,7,100.0,100.0,98.5,3,0
2024,Tyler Guyton,123076,DAL,T,T,14,668,439,229,49.4,60.2,51.3,26,6,6,14,100.0,100.0,96.0,18,4
2024,Ben Brown,59869,NE,C,C,10,667,440,227,52.8,47.3,59.7,16,4,2,10,100.0,100.0,97.5,5,0
2024,Trent Williams,5529,SF,T,T,10,649,381,268,85.6,84.5,81.4,17,1,3,13,100.0,100.0,97.5,5,1
2024,Zack Martin,8651,DAL,G,G,10,638,447,191,65.6,62.0,63.3,24,5,1,18,100.0,100.0,96.4,1,1
2024,Orlando Brown Jr.,46227,CIN,T,T,11,637,441,196,58.2,69.5,49.7,20,3,3,14,100.0,100.0,97.2,8,0
2024,Nicholas Petit-Frere,82003,TEN,T,T,11,621,373,248,46.5,42.8,55.9,41,10,5,26,100.0,100.0,92.7,10,2
2024,Connor Williams,46216,SEA,C,C,9,618,427,191,63.7,62.3,72.4,11,2,3,6,100.0,100.0,98.3,8,0
2024,Dalton Risner,47008,MIN,G,G,9,611,398,213,68.1,76.1,58.8,21,1,2,18,100.0,100.0,97.0,0,0
2024,Layden Robinson,99057,NE,G,G,12,602,366,236,43.6,41.9,46.5,33,4,6,23,100.0,100.0,94.6,5,1
