game_id,play_id,season,week,posteam,defteam,rusher_player_id,rusher_player_name,down,ydstogo,yardline_100,qtr,score_differential,shotgun,no_huddle,run_location,run_gap,epa,epa_capped,rushing_yards,success,rush_touchdown,fumble_lost
2021_01_CHI_LA,903.0,2021,1,LA,CHI,00-0030431,R.Woods,2.0,8.0,39.0,2.0,10.0,1.0,0.0,left,tackle,0.5451002,0.5451002,7.0,1.0,0.0,0.0
2021_01_CHI_LA,924.0,2021,1,LA,CHI,00-0035664,D.Henderson,3.0,1.0,32.0,2.0,10.0,0.0,1.0,left,guard,-1.262279,-1.262279,0.0,0.0,0.0,0.0
2021_01_CHI_LA,1021.0,2021,1,LA,CHI,00-0035664,D.Henderson,1.0,2.0,2.0,2.0,10.0,0.0,0.0,left,tackle,-0.7417307,-0.7417307,-2.0,0.0,0.0,0.0
2021_01_CHI_LA,1120.0,2021,1,CHI,LA,00-0035685,D.Montgomery,1.0,10.0,75.0,2.0,-13.0,0.0,0.0,left,tackle,-0.57122487,-0.57122487,1.0,0.0,0.0,0.0
2021_01_CHI_LA,1199.0,2021,1,CHI,LA,00-0035685,D.Montgomery,2.0,3.0,58.0,2.0,-13.0,0.0,0.0,middle,,0.33713278,0.33713278,3.0,1.0,0.0,0.0
2021_01_CHI_LA,1220.0,2021,1,CHI,LA,00-0030874,D.Williams,1.0,10.0,55.0,2.0,-13.0,1.0,0.0,right,tackle,0.047818672,0.047818672,5.0,1.0,0.0,0.0
2021_01_CHI_LA,1450.0,2021,1,CHI,LA,00-0035685,D.Montgomery,1.0,10.0,45.0,2.0,-13.0,0.0,0.0,middle,,0.4264598,0.4264598,10.0,1.0,0.0,0.0
2021_01_CHI_LA,1471.0,2021,1,CHI,LA,00-0035685,D.Montgomery,1.0,10.0,35.0,2.0,-13.0,0.0,0.0,left,guard,-0.18873763,-0.18873763,3.0,0.0,0.0,0.0
2021_01_CHI_LA,1516.0,2021,1,CHI,LA,00-0035685,D.Montgomery,1.0,10.0,23.0,2.0,-13.0,1.0,0.0,middle,,-0.2104978,-0.2104978,3.0,0.0,0.0,0.0
2021_01_CHI_LA,1578.0,2021,1,CHI,LA,00-0035685,D.Montgomery,1.0,10.0,12.0,2.0,-13.0,1.0,0.0,right,tackle,-0.54756945,-0.54756945,0.0,0.0,0.0,0.0
2021_01_CHI_LA,1616.0,2021,1,CHI,LA,00-0027973,A.Dalton,2.0,10.0,12.0,2.0,-13.0,1.0,0.0,right,end,0.99413544,0.99413544,9.0,1.0,0.0,0.0
2021_01_CHI_LA,1637.0,2021,1,CHI,LA,00-0035685,D.Montgomery,3.0,1.0,3.0,2.0,-13.0,1.0,0.0,middle,,1.6109697,1.6109697,3.0,1.0,1.0,0.0
2021_01_CHI_LA,1773.0,2021,1,LA,CHI,00-0035664,D.Henderson,2.0,10.0,75.0,3.0,6.0,1.0,0.0,left,guard,-0.7028966,-0.7028966,0.0,0.0,0.0,0.0
2021_01_CHI_LA,1922.0,2021,1,CHI,LA,00-0035685,D.Montgomery,2.0,4.0,75.0,3.0,-13.0,0.0,0.0,middle,,-0.7229409,-0.7229409,1.0,0.0,0.0,0.0
2021_01_CHI_LA,1967.0,2021,1,CHI,LA,00-0035685,D.Montgomery,1.0,10.0,67.0,3.0,-13.0,1.0,0.0,middle,,0.20076619,0.20076619,6.0,1.0,0.0,0.0
