season,team,n_linemen,total_pass_block_snaps,total_run_block_snaps,total_offense_snaps,team_pass_block_grade,team_run_block_grade,team_offense_grade,total_pressures_allowed,total_sacks_allowed,total_hits_allowed,total_hurries_allowed,total_penalties,pressure_rate,sack_rate,C_pass_block_grade,G_pass_block_grade,T_pass_block_grade,C_run_block_grade,G_run_block_grade,T_run_block_grade,C_pass_block_snaps,G_pass_block_snaps,T_pass_block_snaps,C_run_block_snaps,G_run_block_snaps,T_run_block_snaps,C_pressures_allowed,G_pressures_allowed,T_pressures_allowed,C_sacks_allowed,G_sacks_allowed,T_sacks_allowed,C_n_players,G_n_players,T_n_players,total_offensive_epa,total_offensive_plays,rushing_epa,passing_epa,rushing_plays,passing_plays,offensive_epa_per_play,rushing_epa_per_play,passing_epa_per_play
2022,HOU,10,3390,1941,5333,56.83970501474926,56.81133436373004,57.85584099006188,193,21,37,135,41,0.05693215339233038,0.006194690265486726,28.687869822485208,45.79300380228137,80.82616154395998,44.0375,56.33428184281843,63.23040293040294,676.0,1315.0,1399.0,384.0,738.0,819.0,36.0,97.0,60.0,7.0,10.0,4.0,2.0,5.0,3.0,-178.0705686755,1053,-77.9073493354,-100.1632193401,379.0,674.0,-0.16910785249335233,-0.205560288483905,-0.1486101177152819
2022,IND,8,3605,2160,5765,62.79173370319002,65.85675925925925,64.48137033824804,187,34,35,118,40,0.05187239944521498,0.00943134535367545,64.8,59.88551401869159,64.2338611449452,64.3,62.719298245614034,69.17249736564804,679.0,1284.0,1642.0,413.0,798.0,949.0,25.0,60.0,102.0,5.0,9.0,20.0,1.0,3.0,4.0,-178.043101519,1140,-75.15644613,-102.88665538900001,421.0,719.0,-0.156178159227193,-0.17851887441805228,-0.14309687814881783
2022,JAX,10,3933,2364,6299,,51.55372250423011,59.5237815526274,167,23,26,118,28,0.04246122552758708,0.005847953216374269,59.9,65.58886075949367,,48.0,55.63640211640211,49.24957805907172,785.0,1580.0,1568.0,471.0,945.0,948.0,35.0,67.0,65.0,2.0,10.0,11.0,1.0,5.0,4.0,54.15868413500001,1242,-31.790661002200004,85.9493451372,465.0,777.0,0.04360602587359099,-0.06836701290795699,0.11061691780849421
2022,KC,8,4475,2236,6714,73.77865921787709,71.08184257602862,74.50664283586535,205,16,29,160,31,0.04581005586592179,0.003575418994413408,81.3,74.38979364194088,69.41179429849076,91.0,68.21228070175438,64.24932432432433,893.0,1793.0,1789.0,436.0,912.0,888.0,19.0,71.0,115.0,0.0,3.0,13.0,1.0,3.0,4.0,239.90472871488998,1323,-9.501116833839996,249.40584554872999,433.0,890.0,0.18133388413823884,-0.021942533103556573,0.2802312871334045
2022,LA,15,3160,1960,5121,,60.69948979591837,60.39976567076743,183,39,38,106,36,0.057911392405063294,0.012341772151898734,59.315652173913044,,68.38452066842568,57.239705882352936,54.641071428571436,69.83757142857144,805.0,1218.0,1137.0,476.0,784.0,700.0,33.0,72.0,78.0,8.0,17.0,14.0,3.0,8.0,4.0,-83.8352276469,1012,-24.802090178900002,-59.03313746800001,382.0,630.0,-0.08284113403843874,-0.06492693764109948,-0.09370339280634922
2022,LAC,10,4285,2044,6329,67.23591598599766,56.646037181996086,62.208863959551266,215,22,48,145,36,0.050175029171528586,0.005134189031505251,85.23681125439624,57.888067520372516,67.64714119019835,60.413235294117655,58.60172201722017,52.84653705953828,853.0,1718.0,1714.0,408.0,813.0,823.0,15.0,87.0,113.0,0.0,11.0,11.0,2.0,3.0,5.0,14.8675177293,1242,-26.0757917961,40.9433095254,395.0,847.0,0.0119706261910628,-0.0660146627749367,0.04833920841251475
2022,LV,12,3410,2122,5532,66.21733137829912,,65.88882863340564,198,23,38,137,36,0.05806451612903226,0.006744868035190616,64.5,53.27998544395924,79.19088397790055,59.3,55.22451923076923,,588.0,1374.0,1448.0,376.0,832.0,914.0,24.0,104.0,70.0,2.0,13.0,8.0,1.0,6.0,5.0,5.849572617700004,1097,-30.272901777399994,36.1224743951,414.0,683.0,0.005332336023427533,-0.07312295115314009,0.052887956654612
2022,MIA,11,3710,2026,5736,62.28307277628032,67.23845014807502,64.28624476987447,183,19,35,129,41,0.049326145552560645,0.005121293800539084,68.8,63.87320302648171,57.06960573476704,85.5,61.33290094339623,64.34076923076924,729.0,1586.0,1395.0,398.0,848.0,780.0,16.0,70.0,97.0,3.0,9.0,7.0,1.0,4.0,6.0,40.45885429999,1112,-22.693100878910002,63.1519551789,387.0,725.0,0.036383861780566545,-0.05863850356307494,0.08710614507434483
2022,MIN,12,4100,2057,6157,62.33814634146342,74.31648031113272,71.01996101997727,229,37,66,126,32,0.05585365853658537,0.009024390243902438,60.42131736526946,48.600306560392404,77.03029375764994,66.36053268765133,71.63003663003663,80.96618181818182,835.0,1631.0,1634.0,413.0,819.0,825.0,47.0,118.0,64.0,3.0,16.0,18.0,4.0,3.0,5.0,16.98622428988,1214,-50.0913629461,67.07758723597999,400.0,814.0,0.013991947520494234,-0.12522840736524998,0.08240489832429974
2022,NE,9,3255,2131,5387,69.01339477726573,64.41731581417176,66.39025431594581,151,27,19,105,42,0.04639016897081413,0.008294930875576038,67.41153846153846,75.67353896103896,63.79555717407138,68.7242206235012,61.10604534005037,65.3229347826087,650.0,1232.0,1373.0,417.0,794.0,920.0,17.0,37.0,97.0,4.0,6.0,17.0,2.0,2.0,5.0,-50.265141461199995,1026,-31.872805449999998,-18.39233601120001,389.0,637.0,-0.04899136594658869,-0.0819352325192802,-0.028873368934379917
2022,NO,11,2965,2383,5349,,56.435585396558956,59.07238736212376,127,25,22,80,28,0.04283305227655986,0.008431703204047217,61.94183333333333,50.82375979112272,,58.22386363636363,50.15922798552473,60.58654970760234,600.0,1149.0,1216.0,528.0,829.0,1026.0,19.0,50.0,58.0,3.0,10.0,12.0,2.0,4.0,5.0,-35.99175052361,1036,-48.6684396629,12.676689139290009,448.0,588.0,-0.03474107193398649,-0.10863490996183035,0.021558995134846954
2022,NYG,14,3790,2577,6368,61.60287598944592,61.79441210710129,61.513536432160805,212,31,35,146,38,0.05593667546174143,0.008179419525065963,66.5,55.52466091245376,66.00092165898619,55.3,61.777532228360954,64.58373205741627,649.0,1622.0,1519.0,446.0,1086.0,1045.0,25.0,89.0,98.0,4.0,11.0,16.0,1.0,7.0,6.0,47.8807668029,1239,2.0931902636999986,45.78757653919999,490.0,749.0,0.03864468668514931,0.004271816864693875,0.06113161086675566
2022,NYJ,11,3512,1974,5487,63.11830865603645,55.729888551165146,59.16524512484053,185,21,34,130,32,0.052676537585421415,0.005979498861047836,69.5,63.638406270411494,58.91024428684003,69.7,55.34147157190636,48.02241887905605,712.0,1531.0,1269.0,399.0,897.0,678.0,24.0,78.0,83.0,5.0,5.0,11.0,1.0,5.0,5.0,-94.49855066290199,1103,-36.54664590930001,-57.95190475360202,391.0,712.0,-0.08567411664814324,-0.09346968263248084,-0.08139312465393543
2022,PHI,9,3801,3180,6982,79.73867403314918,75.0459748427673,78.27353193927242,129,11,9,109,52,0.03393843725335438,0.0028939752696658773,83.24685039370078,77.88520710059171,79.83478260869565,88.90625,67.15380989787903,75.97426992896605,762.0,1521.0,1518.0,640.0,1273.0,1267.0,11.0,49.0,69.0,0.0,2.0,9.0,2.0,4.0,3.0,156.70701910973,1369,57.65774914622999,99.04926996349998,611.0,758.0,0.1144682389406355,0.09436620154865792,0.1306718601101583
2022,PIT,7,3438,2392,5830,68.86669575334496,59.93440635451506,64.60962264150943,138,16,26,96,33,0.04013961605584642,0.004653868528214078,63.43775510204081,75.4,65.07,66.49303797468355,60.550000000000004,56.12783505154639,686.0,1372.0,1380.0,474.0,948.0,970.0,22.0,36.0,80.0,2.0,4.0,10.0,2.0,2.0,3.0,16.87716878782,1150,2.7237005788199977,14.153468208999996,466.0,684.0,0.014675798945930435,0.0058448510275107245,0.020692204983918123
2022,SEA,9,3696,2116,5814,64.53617424242425,59.23865784499055,61.79236326109391,187,32,35,120,35,0.050595238095238096,0.008658008658008658,65.465899864682,63.29533468559837,65.31299052774018,51.361757719714966,60.366469893742625,62.02275943396226,739.0,1479.0,1478.0,421.0,847.0,848.0,25.0,75.0,87.0,3.0,12.0,17.0,2.0,4.0,3.0,17.657208938337,1147,-30.023425333759995,47.680634272096995,409.0,738.0,0.015394253651557978,-0.07340690790650366,0.0646079055177466
2022,SF,9,3396,2969,6365,,65.88939036712696,67.53051060487039,145,16,23,106,42,0.042697290930506476,0.004711425206124852,71.8,,74.73521021021021,61.89999999999999,55.262746710526315,78.76316680779001,680.0,1384.0,1332.0,572.0,1216.0,1181.0,14.0,67.0,64.0,1.0,6.0,9.0,1.0,4.0,4.0,97.0276994363,1258,-24.646148789699993,121.67384822599999,579.0,679.0,0.07712853691279808,-0.042566750932124336,0.17919565276288657
2022,TB,12,4489,2039,6528,70.55415460013366,57.17449730259931,65.42765012254903,145,15,38,92,36,0.03230118066384496,0.003341501447983961,68.19655172413793,65.29902227050516,77.14910011248594,60.574418604651164,57.08315665488811,55.63250311332502,870.0,1841.0,1778.0,387.0,849.0,803.0,26.0,63.0,56.0,1.0,3.0,11.0,2.0,4.0,6.0,-42.3200970217,1280,-79.7489055471,37.428808525399994,389.0,891.0,-0.033062575798203125,-0.20501003996683803,0.0420076414426487
2022,TEN,12,2818,2375,5193,,59.661010526315785,58.10858848449837,172,27,30,115,39,0.06103619588360539,0.00958126330731015,71.80560000000001,,,71.13602771362586,61.865430861723446,52.06705508474577,500.0,1201.0,1117.0,433.0,998.0,944.0,14.0,65.0,93.0,2.0,7.0,18.0,2.0,5.0,5.0,-65.9923516643,1020,-47.95886645230001,-18.033485212000002,462.0,558.0,-0.06469838398460785,-0.1038070702430736,-0.03231807385663083
