season,team,n_linemen,total_pass_block_snaps,total_run_block_snaps,total_offense_snaps,team_pass_block_grade,team_run_block_grade,team_offense_grade,total_pressures_allowed,total_sacks_allowed,total_hits_allowed,total_hurries_allowed,total_penalties,pressure_rate,sack_rate,C_pass_block_grade,G_pass_block_grade,T_pass_block_grade,C_run_block_grade,G_run_block_grade,T_run_block_grade,C_pass_block_snaps,G_pass_block_snaps,T_pass_block_snaps,C_run_block_snaps,G_run_block_snaps,T_run_block_snaps,C_pressures_allowed,G_pressures_allowed,T_pressures_allowed,C_sacks_allowed,G_sacks_allowed,T_sacks_allowed,C_n_players,G_n_players,T_n_players,total_offensive_epa,total_offensive_plays,rushing_epa,passing_epa,rushing_plays,passing_plays,offensive_epa_per_play,rushing_epa_per_play,passing_epa_per_play
2021,PIT,11,4029,2173,6203,64.7957061305535,,61.22124778333064,147,26,28,93,43,0.03648548026805659,0.006453214197071234,55.65157894736842,73.17501688048615,62.08363851151802,57.718494623655914,,58.175521405049395,855.0,1481.0,1693.0,465.0,797.0,911.0,24.0,45.0,78.0,3.0,11.0,12.0,2.0,5.0,4.0,-66.25000564113,1222,-30.301145693100008,-35.948859948029984,419.0,803.0,-0.05421440723496727,-0.07231777015059668,-0.04476819420676212
2021,SEA,10,2993,1909,4902,53.07584363514868,65.59465688842326,62.6827213382293,174,23,31,120,19,0.05813564984964918,0.007684597393919144,38.37947530864198,53.59931623931624,60.659489361702136,66.68070175438596,62.71472556894243,67.84626474442987,648.0,1170.0,1175.0,399.0,747.0,763.0,35.0,65.0,74.0,4.0,4.0,15.0,2.0,4.0,4.0,41.6172378825,982,9.919056273999994,31.69818160850001,383.0,599.0,0.04238007931008147,0.02589831925326369,0.052918500181135246
2021,SF,10,3405,2919,6325,,74.85481329222337,73.62683003952569,161,22,30,109,32,0.04728340675477239,0.0064610866372980915,74.79148311306902,,72.93737151248165,67.32881646655233,67.4392795883362,85.99512820512821,681.0,1362.0,1362.0,583.0,1166.0,1170.0,15.0,74.0,72.0,2.0,8.0,12.0,2.0,3.0,5.0,74.95210800619999,1244,-28.200518322700002,103.1526263289,568.0,676.0,0.06025089068022507,-0.04964879986390845,0.1525926424983728
2021,TB,9,4505,2228,6740,71.71480577136515,73.76508078994613,75.99154302670624,161,22,21,118,26,0.035738068812430634,0.0048834628190899,57.33549107142857,70.22029950083194,80.34075304540423,76.4276102088167,74.83375286041189,71.50985915492959,896.0,1803.0,1806.0,431.0,874.0,923.0,27.0,67.0,67.0,4.0,10.0,8.0,2.0,4.0,3.0,160.2213314368,1305,8.072066295199996,152.14926514159998,411.0,894.0,0.12277496661823754,0.019640063978588796,0.17018933461029082
2021,TEN,10,3271,2872,6150,57.74179150107002,73.78986768802228,70.61117073170732,187,33,43,111,29,0.057169061449098134,0.010088657902782024,66.3,47.85331278890602,63.22007604562738,79.9,70.4495704467354,74.22090199479617,658.0,1298.0,1315.0,555.0,1164.0,1153.0,26.0,77.0,84.0,1.0,13.0,19.0,1.0,4.0,5.0,22.724819773900006,1222,-30.625717319900005,53.35053709379999,561.0,661.0,0.018596415526923083,-0.05459129647040999,0.0807118564202723
2021,WAS,13,3416,2245,5661,72.82991803278688,,75.17087087087087,175,28,25,122,25,0.05122950819672131,0.00819672131147541,62.47055214723927,72.40020703933747,78.43977186311787,75.65802469135802,71.99413580246915,,652.0,1449.0,1315.0,405.0,972.0,868.0,26.0,72.0,77.0,4.0,11.0,13.0,3.0,6.0,4.0,-42.94562520977,1115,-26.936609422269996,-16.0090157875,440.0,675.0,-0.0385162557935157,-0.06121956686879544,-0.023717060425925928
2022,ARI,12,4012,2008,6021,66.90456131605185,57.33605577689244,61.411675801361895,197,25,24,148,49,0.04910269192422732,0.006231306081754736,59.74588235294117,60.36869455006337,77.25713383838385,53.62817551963048,53.85872611464969,62.823670886075945,850.0,1578.0,1584.0,433.0,785.0,790.0,32.0,77.0,88.0,7.0,9.0,9.0,3.0,6.0,3.0,-94.280889118,1193,-31.2329761,-63.047913017999996,400.0,793.0,-0.07902840663704946,-0.07808244025,-0.07950556496595207
2022,ATL,10,2586,2675,5262,,78.03128971962617,77.73787533257317,97,16,16,65,34,0.03750966744006187,0.006187161639597835,,72.43342995169083,,69.48884758364312,80.03014084507043,80.33264925373133,517.0,1035.0,1034.0,538.0,1065.0,1072.0,27.0,34.0,36.0,0.0,6.0,10.0,2.0,5.0,3.0,4.769375677299998,1037,3.2413676249999996,1.5280080523000024,524.0,513.0,0.004599205089006748,0.006185816078244274,0.002978573201364527
2022,BAL,10,3166,2661,5827,74.92245735944411,67.38282600526118,71.32174360734513,123,19,10,94,25,0.03885028427037271,0.006001263423878711,53.5,83.68752959747435,76.84325177584847,84.2,58.831573986804905,67.54771241830066,632.0,1267.0,1267.0,529.0,1061.0,1071.0,29.0,33.0,61.0,3.0,4.0,12.0,1.0,4.0,5.0,1.4166429454400062,1139,7.8611436806400015,-6.444500735199995,512.0,627.0,0.0012437602681650626,0.015353796251250003,-0.010278310582456133
2022,BUF,11,4010,2156,6172,,54.78589981447126,58.27626377187298,210,20,28,162,43,0.05236907730673317,0.004987531172069825,70.1,56.70550305725404,,56.0,51.85717151454364,57.78396226415094,591.0,1799.0,1620.0,311.0,997.0,848.0,20.0,85.0,105.0,4.0,4.0,12.0,1.0,6.0,4.0,107.6450662922,1195,-20.1663555943,127.8114218865,403.0,792.0,0.09007955338259414,-0.050040584601240695,0.1613780579375
2022,CAR,10,2771,2406,5186,70.15470949115843,,64.20690320092555,104,19,9,76,38,0.03753157704799711,0.006856730422230242,57.703804347826086,71.50942028985507,74.97739910313902,64.74635193133047,57.50951374207188,,552.0,1104.0,1115.0,466.0,946.0,994.0,19.0,37.0,48.0,3.0,7.0,9.0,2.0,4.0,4.0,-37.675213514300005,1010,-3.269724402300004,-34.405489112000005,470.0,540.0,-0.03730219159831684,-0.00695686043042554,-0.06371386872592594
2022,CHI,11,2711,2460,5172,63.57709332349687,68.12378048780486,67.92296983758702,152,27,16,109,29,0.05606787163408337,0.009959424566580598,55.1,62.140435606060606,68.99338695263629,65.5,67.69771071800209,69.77832512315271,536.0,1056.0,1119.0,484.0,961.0,1015.0,20.0,55.0,77.0,2.0,9.0,16.0,1.0,6.0,4.0,-41.863151636299996,1020,-2.118415664299999,-39.744735972,485.0,535.0,-0.04104230552578431,-0.004367867349072164,-0.07428922611588785
2022,CIN,10,4336,2275,6611,59.918842250922516,58.81731868131867,59.44559068219634,210,36,39,135,33,0.04843173431734318,0.008302583025830259,76.09086705202311,59.266262276140964,52.52850574712644,58.62227272727274,57.34639639639639,60.28722280887012,865.0,1731.0,1740.0,440.0,888.0,947.0,24.0,77.0,109.0,2.0,11.0,23.0,2.0,3.0,5.0,108.5256570992,1275,-20.563679464499998,129.0893365637,414.0,861.0,0.0851181624307451,-0.049670723344202895,0.1499295430472706
2022,CLE,11,3364,2644,6011,69.52565398335315,,71.02903011146232,146,24,28,94,40,0.043400713436385255,0.007134363852556481,61.91718555417186,74.79149291075896,69.37577092511013,74.23465346534653,77.95745375408053,,803.0,1199.0,1362.0,606.0,919.0,1119.0,28.0,47.0,71.0,9.0,5.0,10.0,2.0,3.0,6.0,14.299243008099994,1153,2.1482725391000024,12.150970468999986,493.0,660.0,0.012401771906418035,0.004357550789249497,0.018410561316666647
2022,DAL,12,3573,2921,6497,,63.3608353303663,65.88771740803448,167,13,39,115,29,0.046739434648754546,0.003638399104394067,63.90394537177542,75.78828696925329,,58.37672727272727,53.564556962025314,74.09280632411068,659.0,1366.0,1548.0,550.0,1106.0,1265.0,24.0,53.0,90.0,1.0,2.0,10.0,2.0,3.0,7.0,52.375748173095,1276,-19.623549075204995,71.9992972483,566.0,710.0,0.041046824587065045,-0.03467058140495582,0.10140746091309859
2022,DEN,11,3538,2117,5655,66.92108535895986,62.33897024090693,64.48201591511936,167,31,28,108,35,0.047201808931599774,0.008762012436404749,64.85374301675978,67.05191387559807,68.1350611951044,58.511567164179105,61.99852744310575,65.1037170263789,895.0,1254.0,1389.0,536.0,747.0,834.0,28.0,60.0,79.0,6.0,13.0,12.0,2.0,5.0,4.0,-86.86046573774,1126,-50.75897655359999,-36.10148918414,418.0,708.0,-0.07714073333724689,-0.12143295826220094,-0.05099080393240113
2022,DET,9,3353,2463,5824,59.99498956158665,71.1663012586277,69.39517513736264,160,16,34,110,36,0.04771846107963018,0.0047718461079630185,68.9,41.226453488372094,74.98911111111111,78.9,64.9189773844641,74.06576576576576,627.0,1376.0,1350.0,447.0,1017.0,999.0,13.0,85.0,62.0,1.0,9.0,6.0,1.0,5.0,3.0,85.74930774267,1129,-30.247760740830003,115.9970684835,465.0,664.0,0.07595155690227635,-0.06504894782974194,0.17469438024623493
2022,GB,9,3225,2245,5471,72.99910077519381,59.17897550111359,65.71579235971487,119,20,15,84,26,0.03689922480620155,0.006201550387596899,74.3,67.65541443850267,79.58996316758747,53.5,61.430144927536226,59.46010498687664,643.0,1496.0,1086.0,448.0,1035.0,762.0,13.0,56.0,50.0,3.0,11.0,6.0,1.0,4.0,4.0,19.656917282599995,1077,-4.121694049799998,23.7786113324,436.0,641.0,0.018251548080408537,-0.009453426719724765,0.03709611752324493
