season,player,player_id,team,position,position_group,player_game_count,snap_counts_offense,snap_counts_pass_block,snap_counts_run_block,grades_offense,grades_pass_block,grades_run_block,pressures_allowed,sacks_allowed,hits_allowed,hurries_allowed,block_percent,pass_block_percent,pbe,penalties,declined_penalties,replacement_pass_block,replacement_run_block,pass_block_above_replacement,run_block_above_replacement,team_pass_block_snaps,team_run_block_snaps,team_offense_snaps,pass_block_snap_share,run_block_snap_share,offense_snap_share,pass_block_epa_contribution,run_block_epa_contribution,total_epa_contribution,war
2021,Laken Tomlinson,9461,SF,G,G,20,1264,681,583,73.6,69.2,75.3,33,3,9,21,100.0,100.0,97.2,7,0,48.5,53.4,20.700000000000003,21.9,3405,2919,6325,0.2,0.19972593353888318,0.1998418972332016,8.776800000000001,8.90545981500514,17.68225981500514,0.5771688334390406
2021,Daniel Brunskill,34807,SF,G,G,20,1259,681,578,57.1,48.2,59.6,41,5,6,30,100.0,100.0,96.4,4,1,48.5,53.4,-0.29999999999999716,6.200000000000003,3405,2919,6325,0.2,0.19801301815690306,0.1990513833992095,-0.1271999999999988,2.49955793079822,2.372357930798221,0.0774364291523825
2021,Alex Mack,4944,SF,C,C,20,1258,680,578,70.6,74.8,67.4,15,2,2,11,100.0,100.0,98.7,3,0,53.45,55.375,21.349999999999994,12.025000000000006,3405,2919,6325,0.19970631424375918,0.19801301815690306,0.19889328063241107,9.039107195301025,4.847932922233644,13.887040117534669,0.4532885970693058
2021,Quinton Spain,10110,CIN,G,G,20,1252,782,470,66.4,56.2,69.4,30,7,4,19,100.0,100.0,97.5,4,0,48.5,53.4,7.700000000000003,16.000000000000007,4224,2645,6871,0.18513257575757575,0.1776937618147448,0.18221510697132878,3.0221041666666673,5.788551984877129,8.810656151543796,0.28758971907559666
2021,David Quessenberry,7957,TEN,T,T,18,1237,662,575,79.2,61.6,86.6,46,11,12,23,100.0,100.0,95.4,2,1,54.75,55.05,6.850000000000001,31.549999999999997,3271,2872,6150,0.20238459186793029,0.20020891364902507,0.20113821138211382,2.9390290431060846,12.860579735376044,15.799608778482128,0.5157169876969769
2021,Rob Havenstein,9490,LA,T,T,19,1236,764,472,83.4,77.5,82.2,30,7,6,17,100.0,100.0,97.5,4,2,54.75,55.05,22.75,27.150000000000006,4217,2687,6904,0.18117144889732037,0.17566058801637513,0.17902665121668598,8.73789898031776,9.710060588016377,18.447959568334138,0.6021621339570226
2021,Kevin Zeitler,7032,BAL,G,G,17,1221,771,450,75.1,79.7,68.7,17,1,0,16,100.0,100.0,98.8,7,0,48.5,53.4,31.200000000000003,15.300000000000004,3957,2319,6280,0.19484457922668688,0.19404915912031048,0.1944267515923567,12.887799848369978,6.0447865459249694,18.932586394294947,0.6179808982280748
2021,Kolton Miller,47013,LV,T,T,18,1216,792,424,85.0,85.1,77.9,35,4,5,26,100.0,100.0,97.4,6,2,54.75,55.05,30.349999999999994,22.85000000000001,3963,2129,6092,0.19984859954579864,0.199154532644434,0.19960604070912671,12.858658591975773,9.265186660403948,22.123845252379724,0.7221471740091695
2021,Andre James,47058,LV,C,C,18,1216,792,424,64.8,68.6,61.8,18,3,3,12,100.0,100.0,98.6,8,0,53.45,55.375,15.149999999999991,6.424999999999997,3963,2129,6092,0.19984859954579864,0.199154532644434,0.19960604070912671,6.418737320211957,2.6052001878816333,9.02393750809359,0.2945514622601233
2021,Ben Jones,7099,TEN,C,C,18,1213,658,555,76.4,66.3,79.9,26,1,7,18,100.0,100.0,97.8,6,1,53.45,55.375,12.849999999999994,24.525000000000006,3271,2872,6150,0.20116172424335066,0.1932451253481894,0.19723577235772358,5.480047691837356,9.649289519498609,15.129337211335965,0.49383857042766277
2021,Dion Dawkins,11818,BUF,T,T,18,1209,795,413,79.4,82.8,69.2,28,4,6,18,99.9,99.9,97.9,10,2,54.75,55.05,28.049999999999997,14.150000000000006,4358,2433,6798,0.18242312987608994,0.16974928072338677,0.17784642541924095,10.847973841211564,4.89037492807234,15.738348769283904,0.5137173921466729
2021,Alejandro Villanueva,9091,BAL,T,T,17,1205,764,441,65.4,58.7,65.9,54,9,9,36,100.0,100.0,95.6,11,1,54.75,55.05,3.950000000000003,10.850000000000009,3957,2319,6280,0.19307556229466769,0.19016817593790428,0.19187898089171976,1.6168147586555484,4.200929107373871,5.817743866029419,0.1898976983447496
2021,Tristan Wirfs,64818,TB,T,T,18,1190,801,389,84.3,83.8,74.4,15,3,2,10,100.0,100.0,98.8,3,1,54.75,55.05,29.049999999999997,19.35000000000001,4505,2228,6740,0.17780244173140955,0.1745960502692998,0.17655786350148367,10.950141176470588,6.8784907540395,17.828631930510088,0.5819465837966225
2021,John Simpson,41715,LV,G,G,18,1189,772,417,53.0,64.1,45.9,40,3,5,32,100.0,100.0,97.0,11,1,48.5,53.4,15.599999999999994,-7.5,3963,2129,6092,0.19480191773908656,0.19586660403945513,0.19517399868680235,6.442489023467068,-2.9908830436824796,3.451605979784589,0.11266429843729275
2021,Trey Hopkins,9276,CIN,C,C,19,1185,750,435,51.9,60.5,47.6,22,5,3,14,100.0,100.0,98.1,5,1,53.45,55.375,7.049999999999997,-7.774999999999999,4224,2645,6871,0.17755681818181818,0.16446124763705103,0.17246397904235192,2.6537642045454537,-2.6034051039697537,0.05035910057570003,0.0016437776413425955
2021,Ali Marpet,9494,TB,G,G,18,1181,812,369,82.7,75.6,85.6,25,3,2,20,100.0,100.0,98.2,4,0,48.5,53.4,27.099999999999994,32.199999999999996,4505,2228,6740,0.1802441731409545,0.16561938958707362,0.1752225519287834,10.355388235294116,10.857874685816874,21.21326292111099,0.6924247433138243
2021,Brian Allen,46104,LA,C,C,20,1181,730,451,74.8,62.4,79.7,25,5,5,15,100.0,100.0,97.8,6,0,53.45,55.375,8.949999999999996,24.325000000000003,4217,2687,6904,0.17310884515058098,0.16784518049869743,0.17106025492468135,3.2845672278871216,8.312650055824339,11.59721728371146,0.37854620624331536
2021,Alex Leatherwood,58468,LV,G,G,18,1181,770,411,45.5,31.3,62.2,67,8,17,42,100.0,100.0,94.8,16,3,48.5,53.4,-17.2,8.800000000000004,3963,2129,6092,0.19429724955841535,0.19304837952090184,0.1938608010505581,-7.084854907898057,3.4588092062000957,-3.6260457016979615,-0.11835820701320532
2021,Zack Martin,8651,DAL,G,G,17,1173,743,430,93.4,87.6,92.5,23,2,6,15,100.0,100.0,98.2,2,0,48.5,53.4,39.099999999999994,39.1,4128,2472,6615,0.17999031007751937,0.1739482200647249,0.17732426303854876,14.919756782945733,13.847600323624595,28.76735710657033,0.9389988675674634
2021,Robert Hunt,46139,MIA,G,G,17,1153,740,413,67.4,68.3,65.6,31,2,3,26,100.0,100.0,97.6,8,1,48.5,53.4,19.799999999999997,12.199999999999996,3704,2073,5777,0.19978401727861772,0.19922817173178967,0.19958455945992729,8.386133909287256,4.948668403280268,13.334802312567525,0.43526293445556313
2021,Trai Turner,8727,PIT,G,G,18,1150,750,400,68.1,72.5,65.5,21,8,0,13,100.0,100.0,97.9,6,2,48.5,53.4,24.0,12.100000000000001,4029,2173,6203,0.18615040953090098,0.18407731247123793,0.1853941641141383,9.471332836932241,4.5348550391164295,14.00618787604867,0.4571777138172707
2021,Taylor Moton,11819,CAR,T,T,17,1149,713,436,77.5,79.4,70.7,27,1,4,22,100.0,100.0,97.9,5,0,54.75,55.05,24.650000000000006,15.650000000000006,3566,2182,5748,0.19994391475042064,0.1998166819431714,0.19989561586638832,10.448669097027485,6.36683886342805,16.815507960455534,0.5488770787648446
2021,David Andrews,9948,NE,C,C,18,1149,654,495,79.6,73.2,80.1,18,1,3,14,100.0,100.0,98.5,4,0,53.45,55.375,19.75,24.724999999999994,3305,2639,5945,0.19788199697428138,0.18757104964001517,0.19327165685449957,8.28531921331316,9.442345395983326,17.727664609296486,0.5786508969551212
2021,Dan Moore Jr.,60120,PIT,T,T,17,1147,752,395,57.5,59.5,52.0,48,7,11,30,100.0,100.0,96.1,6,1,54.75,55.05,4.75,-3.049999999999997,4029,2173,6203,0.18664681062298338,0.18177634606534745,0.18491052716427536,1.8795333829734424,-1.1287947537965937,0.7507386291768487,0.024504952610860636
2021,Brian O'Neill,46854,MIN,T,T,17,1140,695,445,73.4,77.5,66.1,22,1,2,19,100.0,100.0,98.2,5,0,54.75,55.05,22.75,11.049999999999997,3487,2278,5768,0.19931172928018354,0.19534679543459174,0.19764216366158113,9.61280470318325,4.394873134328357,14.007677837511608,0.4572263478339874
2021,Ezra Cleveland,41973,MIN,G,G,17,1140,695,445,68.6,55.5,71.9,34,1,6,27,100.0,100.0,97.3,3,0,48.5,53.4,7.0,18.500000000000007,3487,2278,5768,0.19931172928018354,0.19534679543459174,0.19764216366158113,2.9577860625179233,7.357932396839335,10.315718459357258,0.3367166443409188
2021,D.J. Humphries,9457,ARI,T,T,17,1138,699,439,67.5,65.7,69.8,45,8,4,33,100.0,100.0,96.0,12,3,54.75,55.05,10.950000000000003,14.75,3735,2427,6162,0.18714859437751005,0.18088174701277296,0.18468029860434923,4.344467469879519,5.432059744540585,9.776527214420105,0.3191168361095731
2021,Chukwuma Okorafor,46302,PIT,T,T,17,1133,720,413,62.2,61.1,65.0,23,2,7,14,100.0,100.0,98.1,11,2,54.75,55.05,6.350000000000001,9.950000000000003,4029,2173,6203,0.17870439314966494,0.19005982512655314,0.18265355473158149,2.4057185405807897,3.85026994937874,6.255988489959529,0.20420249541260105
2021,Bradley Bozeman,27934,BAL,C,C,16,1125,718,407,73.6,73.8,71.1,21,3,3,15,100.0,100.0,98.2,1,0,53.45,55.375,20.349999999999994,15.724999999999994,3957,2319,6280,0.18145059388425575,0.1755066839154808,0.17914012738853502,7.828141521354558,5.619039542906423,13.447181064260981,0.43893110321322415
2021,James Daniels,45576,CHI,G,G,17,1121,701,420,71.8,68.3,72.9,40,3,4,33,100.0,100.0,96.7,9,2,48.5,53.4,19.799999999999997,19.500000000000007,3518,2137,5656,0.1992609437180216,0.1965372016846046,0.1981966053748232,8.364177373507674,7.802919981282174,16.16709735478985,0.5277122278477698
2021,Sam Mustipher,13026,CHI,C,C,17,1121,701,420,51.0,61.7,46.4,28,1,3,24,100.0,100.0,97.8,5,0,53.45,55.375,8.25,-8.975000000000001,3518,2137,5656,0.1992609437180216,0.1965372016846046,0.1981966053748232,3.4850739056281976,-3.5913439401029486,-0.10627003447475092,-0.0034687733620602716
2021,Cody Whitehair,10690,CHI,G,G,17,1121,701,420,66.2,61.3,66.3,33,4,5,24,100.0,100.0,97.2,5,1,48.5,53.4,12.799999999999997,12.899999999999999,3518,2137,5656,0.1992609437180216,0.1965372016846046,0.1981966053748232,5.407144968732234,5.161931679925128,10.569076648657362,0.3449865403887349
2021,Charles Leno Jr.,8880,WAS,T,T,17,1121,678,443,81.2,87.3,63.5,36,6,7,23,100.0,100.0,96.7,1,0,54.75,55.05,32.55,8.450000000000003,3416,2245,5661,0.19847775175644028,0.1973273942093541,0.19802155096272744,13.696155737704919,3.3948599554565715,17.09101569316149,0.5578699608032813
2021,Matt Feiler,9289,LAC,G,G,16,1119,737,382,74.0,62.2,78.5,25,5,7,13,100.0,100.0,97.8,6,0,48.5,53.4,13.700000000000003,25.1,3992,2046,6042,0.1846192384769539,0.18670576735092864,0.18520357497517378,5.3620811623246505,9.541336852394917,14.903418014719566,0.48646431393970413
2021,Rashawn Slater,59971,LAC,T,T,16,1116,752,364,83.6,80.3,80.2,26,4,6,16,100.0,100.0,97.9,6,0,54.75,55.05,25.549999999999997,25.150000000000006,3992,2046,6042,0.18837675350701402,0.17790811339198437,0.18470705064548162,10.203615230460919,9.10985610948192,19.313471339942836,0.6304134109302992
2021,Jon Runyan,36661,GB,G,G,17,1109,672,437,64.6,72.0,57.4,21,2,3,16,100.0,100.0,98.2,1,1,48.5,53.4,23.5,4.0,3590,2270,5860,0.1871866295264624,0.19251101321585903,0.18924914675767918,9.325637883008357,1.567809691629956,10.893447574638312,0.3555743719729702
2021,Liam Eichenberg,41851,MIA,T,T,17,1108,704,404,50.8,46.9,57.9,62,9,8,45,100.0,100.0,94.6,10,3,54.75,55.05,-7.850000000000001,2.8500000000000014,3704,2073,5777,0.1900647948164147,0.1948866377231066,0.19179504933356414,-3.1630583153347738,1.130849204052099,-2.0322091112826746,-0.06633358939041638
2021,Joel Bitonio,8670,CLE,G,G,17,1107,631,476,93.6,85.9,92.5,17,2,2,13,100.0,100.0,98.4,3,0,48.5,53.4,37.400000000000006,39.1,3162,2396,5559,0.1995572422517394,0.1986644407345576,0.19913653534808418,15.822494623655915,15.815199332220368,31.637693955876284,1.0326898882980355
2021,Wyatt Teller,46131,CLE,G,G,17,1107,631,476,84.9,70.4,88.4,24,4,0,20,100.0,100.0,97.7,11,1,48.5,53.4,21.900000000000006,35.00000000000001,3162,2396,5559,0.1995572422517394,0.1986644407345576,0.19913653534808418,9.265043643263757,14.156828046744579,23.421871690008338,0.7645162157842139
2021,Trent Williams,5529,SF,T,T,18,1105,591,513,96.6,82.7,97.7,23,1,6,16,99.9,99.8,97.8,10,2,54.75,55.05,27.950000000000003,42.650000000000006,3405,2919,6325,0.173568281938326,0.17574511819116137,0.17470355731225296,10.284614977973568,15.260897636176775,25.545512614150343,0.8338342423064982
2021,Andrew Whitworth,3000,LA,T,T,18,1102,703,399,87.2,89.8,74.2,20,6,3,11,100.0,100.0,98.1,7,2,54.75,55.05,35.05,19.150000000000006,4217,2687,6904,0.16670618923405264,0.14849274283587643,0.15961761297798377,12.387270097225516,5.789642947525122,18.176913044750638,0.593314870798292
2021,Austin Jackson,60816,MIA,G,G,16,1096,708,388,49.9,49.1,54.8,49,2,6,41,100.0,100.0,96.1,12,0,48.5,53.4,0.6000000000000014,1.3999999999999986,3704,2073,5777,0.19114470842332612,0.18716835504100338,0.18971784663320063,0.2431360691144714,0.5335046792088755,0.7766407483233468,0.025350426891172752
2021,Cesar Ruiz,59857,NO,G,G,17,1091,610,481,57.6,63.8,52.9,31,5,2,24,100.0,100.0,96.9,1,0,48.5,53.4,15.299999999999997,-0.5,3104,2543,5648,0.19652061855670103,0.18914667715296893,0.1931657223796034,6.374342783505153,-0.19255131734172237,6.18179146616343,0.2017806211659223
2021,Royce Newman,41746,GB,G,G,17,1084,660,424,55.7,60.2,51.9,32,6,5,21,100.0,100.0,97.0,5,1,48.5,53.4,11.700000000000003,-1.5,3590,2270,5860,0.18384401114206128,0.186784140969163,0.1849829351535836,4.560066852367689,-0.5704387665198237,3.9896280858478654,0.1302259446618009
2021,Jawaan Taylor,41665,JAX,T,T,17,1083,712,371,60.4,72.0,42.8,34,6,3,25,100.0,100.0,97.0,12,2,54.75,55.05,17.25,-12.25,3561,1863,5425,0.19994383600112328,0.1991411701556629,0.19963133640552996,7.311946082561079,-4.966779924852389,2.3451661577086895,0.07654885911792876
2021,Storm Norton,12188,LAC,T,T,16,1078,732,346,60.3,44.9,75.5,59,9,8,42,100.0,100.0,95.0,6,4,54.75,55.05,-9.850000000000001,20.450000000000003,3992,2046,6042,0.18336673346693386,0.16911045943304007,0.178417742469381,-3.829064128256513,7.041116911045944,3.212052782789431,0.10484501285372959
2021,Andrew Norwell,9126,JAX,G,G,17,1077,709,368,66.7,73.5,62.7,24,3,5,16,100.0,100.0,98.0,9,2,48.5,53.4,25.0,9.300000000000004,3561,1863,5425,0.19910137601797248,0.19753086419753085,0.19852534562211982,10.552372928952542,3.7402074074074085,14.29258033635995,0.4665258855980816
2021,Corey Linsley,8796,LAC,C,C,16,1076,724,352,85.7,84.9,84.6,10,0,2,8,100.0,100.0,99.3,6,1,53.45,55.375,31.450000000000003,29.224999999999994,3992,2046,6042,0.1813627254509018,0.17204301075268819,0.17808672624958624,12.092178356713427,10.236920430107524,22.32909878682095,0.7288468800576098
2021,Olisaemeka Udoh,28394,MIN,G,G,16,1075,662,413,54.4,39.0,62.3,45,1,6,38,100.0,100.0,96.3,16,3,48.5,53.4,-9.5,8.899999999999999,3487,2278,5768,0.1898480068827072,0.18129938542581212,0.18637309292649099,-3.8235388586177224,3.285217383669885,-0.5383214749478373,-0.017571417961360653
2021,Jesse Davis,9989,MIA,T,T,17,1063,692,371,52.5,51.1,51.4,57,8,10,39,100.0,100.0,95.0,4,1,54.75,55.05,-3.6499999999999986,-3.6499999999999986,3704,2073,5777,0.18682505399568033,0.1789676796912687,0.18400553920720097,-1.445652267818574,-1.3299804148576937,-2.7756326826762674,-0.09059977029384411
2021,Ereck Flowers,9442,WAS,G,G,16,1061,635,426,72.0,78.1,64.4,26,6,3,17,100.0,100.0,97.3,2,1,48.5,53.4,29.599999999999994,11.000000000000007,3416,2245,5661,0.18588992974238877,0.18975501113585747,0.18742271683448153,11.664964871194378,4.249753229398666,15.914718100593046,0.5194742853419498
2021,Jason Kelce,6343,PHI,C,C,18,1059,607,452,84.5,69.2,89.0,17,1,0,16,100.0,100.0,98.4,6,0,53.45,55.375,15.75,33.625,3341,2598,5940,0.1816821310984735,0.1739799846035412,0.1782828282828283,6.066366357378031,11.91075673595073,17.97712309332876,0.5867935022401197
2021,Will Hernandez,46180,NYG,G,G,17,1049,676,373,55.9,56.0,58.4,36,7,7,22,100.0,100.0,96.6,8,2,48.5,53.4,7.5,5.0,3571,2023,5597,0.1893027163259591,0.18437963420662382,0.18742183312488833,3.0099131895827496,1.8769846762234303,4.88689786580618,0.1595138387204085
2021,Lloyd Cushenberry III,41924,DEN,C,C,16,1039,610,429,64.2,71.3,62.5,24,5,5,14,100.0,100.0,97.5,7,0,53.45,55.375,17.849999999999994,7.125,3185,2225,5410,0.19152276295133439,0.19280898876404495,0.19205175600739371,7.247604395604393,2.796983595505618,10.04458799111001,0.3278666411340182
2021,J.C. Tretter,7904,CLE,C,C,16,1039,587,452,78.7,83.7,74.8,10,1,1,8,100.0,100.0,99.0,5,0,53.45,55.375,30.25,19.424999999999997,3162,2396,5559,0.18564199873497786,0.18864774624373956,0.1869041194459435,11.90522137887413,7.4608863105175285,19.366107689391658,0.6321315205342586
2021,Penei Sewell,81788,DET,T,T,16,1039,644,395,77.0,69.4,84.5,35,5,8,22,100.0,100.0,96.7,11,3,54.75,55.05,14.650000000000006,29.450000000000003,3414,2215,5633,0.18863503222026948,0.17832957110609482,0.18444878395171313,5.858626830697132,10.692676749435668,16.5513035801328,0.5402531508520246
2021,Jonah Jackson,37070,DET,G,G,16,1037,648,389,69.3,56.4,76.4,35,4,9,22,100.0,100.0,96.8,8,0,48.5,53.4,7.899999999999999,23.000000000000007,3414,2215,5633,0.18980667838312829,0.17562076749435665,0.18409373335700338,3.1788822495606315,8.223969300225734,11.402851549786366,0.37220189024051165
2021,Chris Lindstrom,46692,ATL,G,G,17,1034,661,373,83.7,65.3,87.6,31,0,8,23,100.0,100.0,97.5,2,1,48.5,53.4,16.799999999999997,34.199999999999996,3338,1920,5258,0.19802276812462552,0.19427083333333334,0.19665271966527198,7.052778909526661,13.527311249999999,20.58009015952666,0.6717572727533655
2021,Jake Matthews,8641,ATL,T,T,17,1029,660,369,71.3,77.2,58.7,26,3,5,18,100.0,100.0,97.7,6,0,54.75,55.05,22.450000000000003,3.6500000000000057,3338,1920,5258,0.19772318753744758,0.1921875,0.19570178775199695,9.41043738765728,1.428222187500002,10.838659575157283,0.35378603009372184
2021,Alijah Vera-Tucker,57107,NYJ,G,G,16,1027,693,334,66.8,56.9,72.5,42,2,6,34,100.0,100.0,96.6,5,1,48.5,53.4,8.399999999999999,19.1,3616,1855,5476,0.19164823008849557,0.18005390835579516,0.18754565376187,3.4128716814159286,7.00186436657682,10.414736047992749,0.3399486897197677
2021,Morgan Moses,8701,NYJ,T,T,17,1022,679,343,71.0,65.7,74.9,49,4,10,35,100.0,100.0,95.9,4,0,54.75,55.05,10.950000000000003,19.85000000000001,3616,1855,5476,0.18777654867256638,0.18490566037735848,0.1866325785244704,4.3590448008849565,7.472888301886795,11.831933102771751,0.38620759437435936
2021,Connor Williams,46216,DAL,G,G,18,1020,624,396,75.2,74.0,76.9,15,2,1,12,100.0,100.0,98.5,17,3,48.5,53.4,25.5,23.500000000000007,4128,2472,6615,0.1511627906976744,0.16019417475728157,0.15419501133786848,8.171860465116279,7.664650485436895,15.836510950553173,0.5169215160676967
2021,Shaq Mason,9564,NE,G,G,16,1017,589,428,86.4,72.3,87.2,16,2,3,11,100.0,100.0,98.4,4,0,48.5,53.4,23.799999999999997,33.800000000000004,3305,2639,5945,0.17821482602118002,0.16218264494126564,0.1710681244743482,8.992007261724659,11.16089064039409,20.15289790211875,0.6578132373505443
2021,Kelvin Beachum,7229,ARI,T,T,16,1006,630,376,60.8,69.4,56.0,34,2,2,30,100.0,100.0,97.0,11,1,54.75,55.05,14.650000000000006,0.9500000000000028,3735,2427,6162,0.1686746987951807,0.15492377420683973,0.16325868224602402,5.238698795180724,0.2996535640708703,5.538352359251594,0.1807780455556366
2021,Nate Davis,46808,TEN,G,G,15,1004,534,470,69.2,49.5,71.9,35,5,6,24,100.0,100.0,96.0,4,1,48.5,53.4,1.0,18.500000000000007,3271,2872,6150,0.16325282788138185,0.16364902506963788,0.1632520325203252,0.3460959951085295,6.164004178272982,6.510100173381512,0.2124969863554067
2021,Jalen Mayfield,81725,ATL,G,G,16,989,622,367,48.7,27.6,66.3,57,11,21,25,100.0,100.0,94.2,9,1,48.5,53.4,-20.9,12.899999999999999,3338,1920,5258,0.18633912522468543,0.19114583333333332,0.18809433244579687,-8.25631396045536,5.020330624999999,-3.2359833354553613,-0.10562613298827403
2021,Matt Hennessy,41141,ATL,C,C,17,988,632,356,76.4,50.5,88.1,32,3,1,28,100.0,100.0,97.1,5,0,53.45,55.375,-2.950000000000003,32.724999999999994,3338,1920,5258,0.18933493109646496,0.18541666666666667,0.18790414606314187,-1.184100659077293,12.353960208333332,11.169859549256039,0.3645967694836839
2021,Kaleb McGary,46912,ATL,T,T,16,986,624,362,62.8,50.6,72.2,41,9,10,22,100.0,100.0,95.7,3,0,54.75,55.05,-4.149999999999999,17.150000000000006,3338,1920,5258,0.18693828639904134,0.18854166666666666,0.18752377329783187,-1.644683043738765,6.583384791666668,4.938701747927903,0.16120477565520208
2021,Billy Price,46795,NYG,C,C,15,985,649,336,62.3,52.5,68.0,24,2,4,18,100.0,100.0,97.8,5,0,53.45,55.375,-0.9500000000000028,12.625,3571,2023,5597,0.18174180901708206,0.16608996539792387,0.1759871359656959,-0.36602800336040436,4.269259515570934,3.90323151221053,0.12740586339724017
2021,Jordan Mailata,66916,PHI,T,T,15,980,511,469,88.3,83.8,88.5,25,3,2,20,100.0,100.0,97.1,7,0,54.75,55.05,29.049999999999997,33.45,3341,2598,5940,0.15294821909607903,0.18052347959969206,0.16498316498316498,9.419469021251121,12.29440715935335,21.713876180604473,0.7087653227425226
2021,Kendrick Green,56642,PIT,C,C,15,975,631,344,52.4,50.7,54.7,18,3,4,11,100.0,100.0,98.2,9,3,53.45,55.375,-2.75,-0.6749999999999972,4029,2173,6203,0.15661454455199803,0.15830648872526462,0.1571820087054651,-0.9130627947381484,-0.21756060745513023,-1.1306234021932786,-0.03690481855430107
