season,team,total_offensive_epa,total_offensive_plays,rushing_epa,passing_epa,rushing_plays,passing_plays,offensive_epa_per_play,rushing_epa_per_play,passing_epa_per_play
2022,HOU,-178.0705686755,1053,-77.9073493354,-100.1632193401,379.0,674.0,-0.16910785249335233,-0.205560288483905,-0.1486101177152819
2022,IND,-178.043101519,1140,-75.15644613,-102.88665538900001,421.0,719.0,-0.156178159227193,-0.17851887441805228,-0.14309687814881783
2022,JAX,54.15868413500001,1242,-31.790661002200004,85.9493451372,465.0,777.0,0.04360602587359099,-0.06836701290795699,0.11061691780849421
2022,KC,239.90472871488998,1323,-9.501116833839996,249.40584554872999,433.0,890.0,0.18133388413823884,-0.021942533103556573,0.2802312871334045
2022,LA,-83.8352276469,1012,-24.802090178900002,-59.03313746800001,382.0,630.0,-0.08284113403843874,-0.06492693764109948,-0.09370339280634922
2022,LAC,14.8675177293,1242,-26.0757917961,40.9433095254,395.0,847.0,0.0119706261910628,-0.0660146627749367,0.04833920841251475
2022,LV,5.849572617700004,1097,-30.272901777399994,36.1224743951,414.0,683.0,0.005332336023427533,-0.07312295115314009,0.052887956654612
2022,MIA,40.45885429999,1112,-22.693100878910002,63.1519551789,387.0,725.0,0.036383861780566545,-0.05863850356307494,0.08710614507434483
2022,MIN,16.98622428988,1214,-50.0913629461,67.07758723597999,400.0,814.0,0.013991947520494234,-0.12522840736524998,0.08240489832429974
2022,NE,-50.265141461199995,1026,-31.872805449999998,-18.39233601120001,389.0,637.0,-0.04899136594658869,-0.0819352325192802,-0.028873368934379917
2022,NO,-35.99175052361,1036,-48.6684396629,12.676689139290009,448.0,588.0,-0.03474107193398649,-0.10863490996183035,0.021558995134846954
2022,NYG,47.8807668029,1239,2.0931902636999986,45.78757653919999,490.0,749.0,0.03864468668514931,0.004271816864693875,0.06113161086675566
2022,NYJ,-94.49855066290199,1103,-36.54664590930001,-57.95190475360202,391.0,712.0,-0.08567411664814324,-0.09346968263248084,-0.08139312465393543
2022,PHI,156.70701910973,1369,57.65774914622999,99.04926996349998,611.0,758.0,0.1144682389406355,0.09436620154865792,0.1306718601101583
2022,PIT,16.87716878782,1150,2.7237005788199977,14.153468208999996,466.0,684.0,0.014675798945930435,0.0058448510275107245,0.020692204983918123
2022,SEA,17.657208938337,1147,-30.023425333759995,47.680634272096995,409.0,738.0,0.015394253651557978,-0.07340690790650366,0.0646079055177466
2022,SF,97.0276994363,1258,-24.646148789699993,121.67384822599999,579.0,679.0,0.07712853691279808,-0.042566750932124336,0.17919565276288657
2022,TB,-42.3200970217,1280,-79.7489055471,37.428808525399994,389.0,891.0,-0.033062575798203125,-0.20501003996683803,0.0420076414426487
2022,TEN,-65.9923516643,1020,-47.95886645230001,-18.033485212000002,462.0,558.0,-0.06469838398460785,-0.1038070702430736,-0.03231807385663083
2022,WAS,-79.4418685277,1177,-47.110666047100004,-32.3312024806,511.0,666.0,-0.06749521540161427,-0.0921930842409002,-0.04854534906996997
2023,ARI,-65.2150533932,1124,-5.818495683599991,-59.3965577096,447.0,677.0,-0.05802051013629893,-0.013016768867114075,-0.0877349449181684
2023,ATL,-99.1209356345,1115,-84.15216890090001,-14.968766733599988,487.0,628.0,-0.08889770012062781,-0.17279706139815196,-0.023835615817834378
2023,BAL,81.08966717034001,1236,10.012462449040001,71.0772047213,511.0,725.0,0.06560652683684466,0.01959385997855186,0.09803752375351725
2023,BUF,135.73001462326,1283,9.51360227516,126.2164123481,511.0,772.0,0.10579112597292283,0.018617616976829746,0.16349276210893782
2023,CAR,-179.4543816226,1145,-62.7218550396,-116.73252658300001,420.0,725.0,-0.15672871757432316,-0.1493377500942857,-0.16101038149379313
2023,CHI,-59.6801545174,1121,-20.26696060029999,-39.413193917099996,476.0,645.0,-0.05323831803514719,-0.04257764831995796,-0.061105727003255804
2023,CIN,2.367953288449997,1070,-35.096460764549995,37.464414053,341.0,729.0,0.0022130404564953245,-0.10292217233005864,0.051391514475994514
2023,CLE,-173.294580568296,1296,-59.802971036100004,-113.49160953219601,510.0,786.0,-0.1337149541422037,-0.11726072752176471,-0.14439136072798475
2023,DAL,151.0321730303,1257,-21.912099696300004,172.9442727266,452.0,805.0,0.12015288228345265,-0.048478096673230095,0.2148376058715528
2023,DEN,-46.298248238199996,1052,-44.5014039608,-1.7968442774000088,410.0,642.0,-0.04400974167129277,-0.1085400096604878,-0.002798822861993783
2023,DET,97.5861774315,1350,-0.9965367021999971,98.5827141337,558.0,792.0,0.07228605735666667,-0.0017859080684587763,0.12447312390618687
2023,GB,109.50758914894,1201,-25.791235804359996,135.2988249533,475.0,726.0,0.09118034067355538,-0.054297338535494725,0.186362017842011
2023,HOU,-26.238251809100003,1217,-77.71789810409999,51.479646294999995,457.0,760.0,-0.02155977962949877,-0.17006104617964987,0.06773637670394736
2023,IND,-26.91249053016,1136,-48.489643203300005,21.577152673140006,450.0,686.0,-0.023690572649788733,-0.10775476267400001,0.031453575325276976
2023,JAX,-36.6967179566,1148,-74.1474911739,37.45077321730001,400.0,748.0,-0.03196578219216028,-0.18536872793474998,0.050067878632754026
2023,KC,42.342933539300006,1387,-64.11023395819998,106.45316749750002,450.0,937.0,0.03052843081420332,-0.14246718657377774,0.11361063767075776
2023,LA,65.535251662,1196,-11.717891700900001,77.2531433629,476.0,720.0,0.054795360921404676,-0.024617419539705886,0.10729603244847223
2023,LAC,-78.9207637248,1143,-93.6524200259,14.73165630110001,387.0,756.0,-0.06904703737952755,-0.24199591737958656,0.019486317858597897
2023,LV,-88.0799625232,1029,-59.8075225572,-28.272439966000007,399.0,630.0,-0.08559763121788143,-0.14989354024360904,-0.04487688883492064
2023,MIA,86.50806678789999,1140,-5.408377957999999,91.91644474590001,457.0,683.0,0.07588426911219298,-0.011834525072210063,0.13457751792957542
2023,MIN,-26.735846412399997,1113,-57.2786572797,30.542810867299995,363.0,750.0,-0.02402142534806828,-0.1577924442966942,0.04072374782306666
2023,NE,-198.88721340203,1044,-51.79260750043,-147.0946059016,397.0,647.0,-0.19050499368010537,-0.13045996851493702,-0.2273486953656878
2023,NO,-12.420176326100002,1135,-49.468381543499994,37.04820521739999,457.0,678.0,-0.010942886630925111,-0.10824591147374178,0.05464337052713863
2023,NYG,-181.16039896,1092,-78.7591325086,-102.4012664514,391.0,701.0,-0.16589780124542125,-0.2014300064158568,-0.1460788394456491
2023,NYJ,-248.66443308579,1094,-66.695624128,-181.96880895778997,363.0,731.0,-0.22729838490474405,-0.18373450173002756,-0.24893133920354305
2023,PHI,59.9122816696,1197,-7.741034130099996,67.65331579970001,474.0,723.0,0.050052031470008355,-0.016331295633122352,0.0935730508986169
2023,PIT,-74.55920734425,1110,-33.653335178199995,-40.90587216604999,467.0,643.0,-0.06717045706689188,-0.07206281622740898,-0.06361721954284602
2023,SEA,33.5263462995,1032,-30.800270502300002,64.3266168018,355.0,677.0,0.03248676967005814,-0.08676132535859156,0.09501715923456426
2023,SF,210.8484253894,1239,11.239291357399996,199.609134032,547.0,692.0,0.17017629167828896,0.020547150561974398,0.2884525058265896
2023,TB,23.573528590800002,1214,-67.37201929369999,90.9455478845,439.0,775.0,0.019418063089621088,-0.15346701433644644,0.11734909404451613
2023,TEN,-22.891199070189995,1033,-32.57523093089,9.684031860700003,417.0,616.0,-0.022159921655556625,-0.07811805978630695,0.01572083094269481
2023,WAS,-89.9854218525,1104,-36.735835010500004,-53.24958684200001,328.0,776.0,-0.08150853428668478,-0.11199949698323172,-0.06862060160051547
2024,ARI,73.8091655082,1087,-8.471783896700003,82.28094940489999,432.0,655.0,0.06790171619889604,-0.019610610871990748,0.12561977008381678
2024,ATL,46.14526135704,1127,-4.970701291160001,51.11596264819999,490.0,637.0,0.040945218595421475,-0.010144288349306125,0.080244839322135
2024,BAL,247.4666538067,1221,45.5178722158,201.9487815909,585.0,636.0,0.20267539214307945,0.0778083285740171,0.31752953080330193
2024,BUF,239.41137375993,1270,25.53396158982,213.87741217010998,548.0,722.0,0.18851289272435434,0.04659482041937956,0.2962291027286842
2024,CAR,-41.937524139,1026,-13.264860676299994,-28.672663462699994,362.0,664.0,-0.040874779862573096,-0.036643261536740315,-0.04318172208237951
2024,CHI,-83.48176297082,1119,-53.7155518135,-29.766211157320004,379.0,740.0,-0.0746038989909026,-0.14172968816226914,-0.04022460967205406
2024,CIN,119.29218060521,1121,-27.20140822789,146.4935888331,351.0,770.0,0.10641586137842106,-0.07749688953814815,0.19025141406896104
2024,CLE,-206.3879399408,1176,-50.9344836388,-155.453456302,363.0,813.0,-0.17549994892925172,-0.14031538192506887,-0.1912096633480935
2024,DAL,-103.964275472,1158,-53.46571214000001,-50.498563331999996,419.0,739.0,-0.08977916707426598,-0.12760313159904538,-0.06833364456292286
2024,DEN,5.239923748219999,1126,-33.789400706500004,39.02932445472,417.0,709.0,0.004653573488650088,-0.08102973790527579,0.055048412489026796
2024,DET,181.16943610635,1191,21.490351991249995,159.67908411509998,535.0,656.0,0.15211539555528966,0.040168882226635505,0.24341323798033535
2024,GB,80.47304453152,1136,-17.40422633018,97.8772708617,537.0,599.0,0.07083894765098592,-0.032410104897914335,0.1634011199694491
2024,HOU,-47.980177015239995,1231,-51.962005675140006,3.9818286598999997,448.0,783.0,-0.03897658571506092,-0.11598661981058037,0.005085349501787994
2024,IND,-50.80755722453,1075,-33.811348283399994,-16.996208941130007,470.0,605.0,-0.04726284392979535,-0.07193903890085106,-0.028092907340710755
2024,JAX,-22.0642276772,1025,-25.775098663199998,3.7108709860000086,387.0,638.0,-0.021526075782634147,-0.06660232212713178,0.005816412203761769
2024,KC,78.3851829747,1292,-30.054076549499992,108.4392595242,450.0,842.0,0.06066964626524768,-0.06678683677666665,0.12878771914988124
2024,LA,30.9751961489,1196,-43.7698619159,74.7450580648,484.0,712.0,0.025898993435535117,-0.09043359899979339,0.10497901413595506
2024,LAC,19.765109595579002,1100,-39.732780607921,59.497890203500006,437.0,663.0,0.017968281450526365,-0.09092169475496796,0.08974040754675718
2024,LV,-145.6940446042,1108,-101.55196817150001,-44.1420764327,361.0,747.0,-0.1314928200398917,-0.2813073910567867,-0.0590924717974565
2024,MIA,-45.33437808612,1128,-106.0788302177,60.74445213158,432.0,696.0,-0.04019005149478723,-0.2455528477261574,0.0872765116833046
2024,MIN,13.934918575800001,1163,-49.962016540600004,63.896935116399995,436.0,727.0,0.01198187323800516,-0.11459178105642202,0.08789124500192572
2024,NE,-85.38193788423,1082,-73.83411585015,-11.54782203408,395.0,687.0,-0.07891121800760628,-0.18692181227886076,-0.016809056818165937
2024,NO,-63.456765688400004,1080,-15.046299399799999,-48.41046628859999,423.0,657.0,-0.0587562645262963,-0.0355704477536643,-0.07368411916073057
2024,NYG,-101.2042106638,1103,-45.7014273625,-55.50278330130001,388.0,715.0,-0.09175359081033545,-0.11778718392396907,-0.07762627035146855
2024,NYJ,0.8389316548200005,1063,-36.77122477649999,37.61015643131999,354.0,709.0,0.000789211340376294,-0.10387351631779658,0.053046765065331444
2024,PHI,164.92036759082,1390,38.116228285999995,126.80413930482,701.0,689.0,0.11864774646821583,0.05437407744079885,0.1840408407907402
2024,PIT,-27.0971527901,1155,-62.2615171551,35.164364365,499.0,656.0,-0.023460738346406926,-0.12477257946913828,0.05360421397103658
2024,SEA,-16.8033987253,1083,-45.6373729549,28.833974229600003,361.0,722.0,-0.015515603624469066,-0.12641931566454295,0.03993625239556787
2024,SF,65.2171282412,1065,-25.0792431577,90.29637139889998,423.0,642.0,0.06123674013258216,-0.05928899091654846,0.14064855358084108
2024,TB,154.6993899017,1175,-2.1949124564999956,156.8943023582,460.0,715.0,0.13165905523548935,-0.004771548818478251,0.21943259071076923
2024,TEN,-110.35042339070999,1088,-74.87922114571002,-35.47120224499999,435.0,653.0,-0.10142502149881433,-0.17213614056485063,-0.0543203709724349
2024,WAS,185.84717400114,1365,5.294842706940003,180.55233129419997,534.0,831.0,0.13615177582501098,0.009915435780786522,0.21727115679205772
